Datsetid	Players_total	Players_active	No.ofalignments	Empty_alignments	Maxscoreperread	Readnumber
255	20	17	20	17	87.1	20
256	16	10	16	10	88.6	20
257	9	5	9	5	88.2	20
258	19	13	19	14	87.05	20
259	18	14	18	14	84.3	20
260	15	13	15	13	89.0	20
261	13	10	13	10	88.6	20
262	11	8	11	8	88.2	20
263	20	16	20	16	87.9	20
264	22	19	22	19	87.85	20
265	8	7	8	7	86.7	20
266	13	8	13	8	87.0	20
267	12	9	12	9	87.45	20
268	16	13	16	13	89.0	20
269	12	11	12	11	86.7	20
270	19	11	19	11	81.4	20
271	10	9	10	9	85.6	20
272	21	17	21	17	23.6	10
273	12	8	12	8	16.4	20
274	15	11	15	11	71.75	4
275	11	7	11	7	2.235294117647059	17
276	12	7	12	7	50.0	20
277	14	12	14	12	50.4	20
278	15	12	15	12	50.65	20
279	26	19	26	23	56.9	20
280	10	7	10	7	98.35	20
281	22	20	22	20	96.25	20
282	12	10	12	10	97.55	20
283	10	9	10	9	98.9	20
284	16	11	16	11	97.5	20
285	18	14	18	14	96.55	20
286	14	9	14	9	94.55	20
287	11	10	11	10	90.3	20
288	15	12	15	12	68.15	20
289	14	12	14	12	66.0	1
290	24	7	24	7	8.6	15
291	15	10	15	10	35.0	20
292	21	13	21	13	90.35	20
293	11	7	11	7	96.85	20
294	12	9	12	9	98.15	20
295	13	11	13	11	93.65	20
296	6	6	6	6	49.166666666666664	6
297	17	15	17	15	13.75	20
298	13	13	13	13	53.35	20
299	19	16	19	16	42.22222222222222	18
300	20	17	20	17	68.0	20
301	20	14	20	14	51.0	20
302	13	10	13	10	89.35	20
303	20	14	20	14	40.7	10
304	10	8	10	8	38.0	20
305	9	9	9	9	46.4	20
306	15	14	15	14	83.9	20
307	17	12	17	12	94.6	20
308	12	10	12	10	97.0	20
309	17	13	17	13	96.2	20
310	15	14	15	14	95.8	20
311	13	11	13	11	97.0	20
312	16	14	16	14	97.0	20
313	7	4	7	4	95.8	20
314	10	9	10	9	91.1	20
315	12	11	12	11	76.9	20
316	16	15	16	15	73.2	20
317	10	10	10	10	72.85	20
318	12	9	12	9	70.25	20
319	16	11	16	11	51.05	20
320	13	11	13	11	41.0	7
321	15	11	15	11	41.25	20
322	14	12	14	12	67.65	20
323	11	9	11	9	35.333333333333336	3
324	19	14	19	14	49.85	20
325	18	16	18	16	51.0	20
326	22	20	22	20	50.6	20
327	15	14	15	14	61.35	20
328	23	20	23	20	77.55	20
329	15	15	15	15	79.9	20
330	11	7	11	7	79.8	20
331	11	8	11	8	73.15	20
332	13	12	13	12	81.8	20
333	12	12	12	12	79.2	20
334	18	17	18	17	81.0	20
335	13	8	13	8	74.55	20
336	10	9	10	9	64.05	20
337	16	14	16	14	53.35	20
338	9	8	9	8	50.2	20
339	14	8	14	8	51.25	20
340	11	5	11	5	44.88235294117647	17
341	16	13	16	13	36.45	20
342	15	13	15	13	93.4	20
343	21	17	21	17	93.95	20
344	19	15	19	15	61.13333333333333	15
345	10	8	10	8	48.85	20
346	17	16	17	16	58.8	20
347	21	17	21	17	54.0	2
348	12	9	12	9	12.7	20
349	15	10	15	10	67.15384615384616	13
350	17	11	17	11	36.85	20
351	14	12	14	12	61.9	20
352	13	11	13	11	94.5	20
353	13	11	13	11	95.4	20
354	19	16	19	16	95.85	20
355	17	13	17	13	92.7	20
356	19	16	19	16	95.8	20
357	10	7	10	7	84.75	20
358	15	9	15	9	55.6	20
359	10	7	10	7	32.0	20
360	23	19	23	19	37.333333333333336	3
361	10	9	10	9	40.45	20
362	11	9	11	9	82.05	20
363	6	6	6	6	62.0	5
364	19	14	19	14	55.55	20
365	9	8	9	8	96.25	20
366	21	13	21	14	95.9	20
367	9	9	9	9	96.6	20
368	12	10	12	11	69.36842105263158	19
369	21	14	21	15	67.75	20
370	17	11	17	11	83.14285714285714	14
371	18	16	18	16	10.4	20
372	12	10	12	10	65.45	20
373	11	10	11	10	51.0	2
374	15	11	15	11	62.05	20
375	10	7	10	7	96.2	20
376	12	9	12	9	96.6	20
377	16	11	16	11	94.6	20
378	18	12	18	12	90.2	20
379	77	8	77	8	74.0	20
380	11	9	11	9	51.75	20
381	13	10	13	10	45.0	10
382	16	9	16	9	21.85	20
383	10	8	10	8	31.55	20
384	12	10	12	10	50.5	4
385	18	14	18	14	63.7	20
386	15	10	15	10	95.8	20
387	9	9	9	9	91.8	20
388	11	10	11	10	47.0	15
389	23	16	23	16	62.8	20
390	11	8	11	8	81.66666666666667	6
391	13	10	13	10	44.5	20
392	18	14	18	14	72.6	20
393	23	15	23	15	88.05	20
394	8	4	8	4	98.35	20
395	21	17	21	17	97.7	20
396	11	10	11	10	98.45	20
397	11	11	11	11	99.6	20
398	11	8	11	8	99.1	20
399	12	12	12	12	99.2	20
400	26	15	26	23	97.25	20
401	19	18	19	18	70.35	20
402	19	15	19	15	42.85	20
403	24	21	24	21	40.0	14
404	18	13	18	13	8.25	20
405	15	12	15	12	91.55	20
406	20	17	20	17	89.5	20
407	15	14	15	14	90.5	20
408	15	11	15	11	85.4375	16
409	16	13	16	13	27.55	20
410	15	13	15	14	25.0	4
411	18	15	18	15	52.6	20
412	23	19	23	19	72.4	20
413	15	13	15	13	86.3	20
414	15	9	15	9	87.45	20
415	14	14	14	14	69.3	20
416	9	7	9	7	55.0	5
417	18	15	18	15	63.9	20
418	12	10	12	10	95.4	20
419	13	11	13	11	70.95	20
420	25	14	25	14	47.23529411764706	17
421	18	16	18	16	47.05	20
422	12	10	12	10	85.0	20
423	13	9	13	9	87.6	20
424	16	15	16	15	88.8	20
425	15	12	15	12	88.75	20
426	18	14	18	14	65.95	20
427	16	10	16	10	36.714285714285715	7
428	24	18	24	18	23.2	20
429	29	28	29	28	97.0	3
430	17	11	17	11	41.1	20
431	18	14	18	14	96.2	20
432	10	8	10	8	96.6	20
433	12	8	12	8	94.2	20
434	15	13	15	13	86.5	20
435	14	12	14	12	44.529411764705884	17
436	13	13	13	13	23.7	20
437	21	20	21	20	67.85	20
438	14	13	14	13	94.15	20
439	16	15	16	15	87.05	20
440	14	13	14	13	64.35	20
441	13	8	13	8	39.05	20
442	12	9	12	9	43.9375	16
443	42	23	42	23	79.4	20
444	21	18	21	18	95.8	20
445	16	14	16	14	97.0	20
446	8	6	8	7	96.95	20
447	12	8	12	8	90.75	20
448	14	13	14	13	97.7	20
449	22	16	22	16	97.5	20
450	11	8	11	8	97.1	20
451	16	13	16	13	96.9	20
452	13	12	13	12	64.45	20
453	14	10	14	11	41.7	20
454	16	9	16	9	28.6	5
455	14	12	14	12	55.9	20
456	14	14	14	14	81.0	6
457	12	9	12	9	23.933333333333334	15
458	16	13	16	13	41.0	20
459	12	11	12	12	37.25	20
460	18	16	18	16	40.95	20
461	18	13	18	13	43.6	20
462	24	14	24	14	44.5	20
463	8	5	8	5	57.75	20
464	16	11	16	11	67.65	20
465	18	10	18	10	75.45	20
466	10	7	10	7	83.85	20
467	14	12	14	12	88.75	20
468	17	12	17	13	88.25	20
469	9	7	9	7	79.3	20
470	9	5	9	5	86.55	20
471	16	12	16	13	87.85	20
472	13	10	13	10	80.55	20
473	18	13	18	13	87.15	20
474	19	16	19	16	82.6	20
475	18	16	18	16	74.3	20
476	22	11	22	12	85.3	20
477	16	12	16	12	86.3	20
478	16	13	16	13	89.0	20
479	10	9	10	9	89.0	20
480	19	16	19	16	89.0	20
481	11	11	11	11	89.0	20
482	24	20	24	20	88.35	20
483	15	11	15	11	88.5	20
484	9	6	9	6	65.9	20
485	14	10	14	10	51.0	20
486	11	10	11	10	45.7	20
487	17	11	17	11	47.5	20
488	12	7	12	7	47.6	20
489	11	9	11	9	36.15	20
490	14	10	14	10	39.9375	16
491	15	13	15	13	57.0	20
492	16	13	16	13	96.6	20
493	8	6	8	6	83.375	8
494	12	11	12	11	75.0	20
495	13	11	13	11	84.15	20
496	17	11	17	14	67.5	10
497	19	17	19	17	54.1	20
498	22	18	22	18	86.2	20
499	11	10	11	10	88.6	20
500	15	11	15	11	84.65	20
501	13	7	13	7	52.30769230769231	13
502	11	10	11	10	57.9	20
503	15	11	15	11	85.75	20
504	8	7	8	7	95.7	20
505	14	12	14	12	53.333333333333336	15
506	16	11	16	11	67.05	20
507	13	11	13	11	89.0	20
508	12	10	12	10	88.2	20
509	20	16	20	16	89.0	20
510	14	12	14	12	66.75	20
511	8	8	8	8	54.9	20
512	10	8	10	8	53.0	4
513	17	13	17	13	33.7	20
514	9	8	9	8	73.4	20
515	15	10	15	10	40.714285714285715	7
516	19	12	19	12	53.85	20
517	13	13	13	13	90.15	20
518	12	11	12	11	82.35	20
519	19	14	19	14	53.6	20
520	14	11	14	11	27.9	20
521	14	11	14	11	77.33333333333333	6
522	27	21	27	21	44.35	20
523	17	13	17	13	84.85	20
524	14	14	14	14	75.25	20
525	17	14	17	14	51.25	20
526	17	14	17	14	42.0	8
527	10	7	10	7	56.9	20
528	16	14	16	14	86.45	20
529	16	12	16	12	87.65	20
530	9	7	9	7	85.6923076923077	13
531	16	13	16	13	62.05	20
532	21	13	21	14	94.65	20
533	21	18	21	18	96.2	20
534	11	10	11	10	82.5	20
535	18	16	18	16	33.86666666666667	15
536	11	8	11	8	43.1	20
537	19	16	19	16	83.25	20
538	17	15	17	15	93.2	20
539	17	17	17	17	91.75	20
540	14	13	14	13	96.6	20
541	18	15	18	15	54.94736842105263	19
542	12	9	12	9	83.65	20
543	14	11	14	11	85.0	20
544	13	10	13	10	71.0	20
545	16	13	16	13	37.714285714285715	7
546	15	13	15	13	83.75	20
547	11	9	11	9	71.2	20
548	10	10	10	10	74.05	20
549	14	6	14	6	40.07692307692308	13
550	16	11	16	11	72.0	20
551	20	15	20	15	88.2	20
552	14	11	14	11	52.35294117647059	17
553	12	8	12	8	58.2	20
554	15	12	15	12	59.0	20
555	11	7	11	7	55.8	20
556	12	9	12	9	59.5	20
557	15	13	15	13	99.85	20
558	18	13	18	13	99.35	20
559	8	8	8	8	94.95	20
560	16	13	16	13	98.0	20
561	18	15	18	16	85.0	20
562	11	9	11	9	94.2	20
563	16	12	16	12	98.35	20
564	6	6	6	6	99.75	20
565	17	15	17	15	98.95	20
566	16	15	16	15	82.6	20
567	11	10	11	10	70.85	20
568	17	13	17	13	63.0	20
569	19	12	19	12	62.6	20
570	19	11	19	11	49.46666666666667	15
571	19	18	19	18	85.41176470588235	17
572	15	10	15	10	53.35	20
573	14	11	14	11	55.55	20
574	18	8	18	8	79.4	20
575	18	16	18	16	97.0	20
576	10	9	10	9	96.25	20
577	13	12	13	12	78.85	20
578	15	13	15	13	54.2	20
579	12	11	12	11	41.46153846153846	13
580	12	6	12	6	46.0	20
581	16	13	16	13	69.3	20
582	13	10	13	10	85.05	20
583	15	11	15	11	87.45	20
584	15	11	15	11	88.6	20
585	27	20	27	20	88.6	20
586	16	14	16	14	88.6	20
587	12	8	12	8	86.6	20
588	7	6	7	6	85.05	20
589	17	14	17	14	83.6	20
590	9	7	9	7	41.35	20
591	15	12	15	12	45.0	7
592	7	4	7	4	31.6	20
593	17	10	17	10	59.85	20
594	16	13	16	13	72.2	20
595	7	5	7	5	74.5	20
596	14	12	14	12	39.75	16
597	12	10	12	10	54.35	20
598	13	11	13	11	91.75	20
599	12	10	12	10	73.65	20
600	11	7	11	7	34.0	5
601	16	11	16	11	53.0	20
602	16	13	16	13	40.05	20
603	12	11	12	11	44.142857142857146	7
604	12	8	12	8	44.6	20
605	16	12	16	12	88.25	20
606	22	17	22	17	85.55	20
607	13	11	13	11	58.2	10
608	13	10	13	10	56.05	20
609	18	13	18	13	68.2	20
610	18	13	18	13	74.35	20
611	14	10	14	10	47.0	5
612	17	14	17	14	69.85	20
613	14	10	14	10	33.0	2
614	16	11	16	12	40.6	20
615	14	11	14	11	82.45	20
616	13	11	13	11	76.15	20
617	12	12	12	12	40.2	10
618	13	11	13	11	52.6	20
619	12	10	12	10	66.7	20
620	18	13	18	13	68.95	20
621	9	9	9	9	72.2	20
622	15	11	15	11	72.2	20
623	9	9	9	9	70.05	20
624	21	16	21	16	42.05	20
625	12	12	12	12	35.72727272727273	11
626	37	15	37	35	1.75	20
627	7	6	7	6	52.0	20
628	10	8	10	8	52.4	20
629	166	19	166	160	51.6	20
630	15	11	15	11	51.6	20
631	15	9	15	9	49.35	20
632	17	13	17	13	46.6	20
633	15	13	15	13	33.65	20
634	13	9	13	9	20.0	20
635	16	14	16	14	32.5	20
636	11	7	11	7	20.0	20
637	11	10	11	10	25.0	20
638	20	18	20	18	30.0	20
639	14	11	14	11	14.35	20
640	20	13	20	13	30.0	20
641	20	18	20	18	25.0	20
642	18	18	18	18	17.5	20
643	14	11	14	11	22.5	20
644	17	14	17	14	22.1	20
645	20	17	20	17	30.0	20
646	18	13	18	13	20.0	20
647	17	14	17	14	25.0	20
648	14	13	14	13	24.6	20
649	12	9	12	9	25.0	20
650	13	12	13	12	40.0	20
651	11	11	11	11	15.0	20
652	9	8	9	8	30.0	20
653	14	11	14	11	27.5	20
654	13	11	13	11	10.0	20
655	12	9	12	9	32.5	20
656	11	8	11	8	20.0	20
657	19	18	19	18	15.0	20
658	17	16	17	16	22.5	20
659	9	7	9	7	27.1	20
660	19	16	19	16	32.5	20
661	38	16	38	35	20.0	20
662	18	15	18	15	20.0	20
663	15	13	15	13	30.0	20
664	14	11	14	11	20.0	20
665	15	13	15	13	20.0	20
666	17	12	17	12	26.7	20
667	20	17	20	17	29.2	20
668	12	10	12	10	25.0	20
669	14	13	14	13	12.1	20
670	16	13	16	13	19.2	20
671	11	10	11	10	35.0	20
672	13	13	13	13	15.0	20
673	13	11	13	11	24.6	20
674	19	12	19	12	22.5	20
675	13	12	13	12	27.5	20
676	19	14	19	14	27.5	20
677	14	13	14	13	12.1	20
678	22	14	22	14	27.9	20
679	19	17	19	17	21.7	20
680	37	35	37	35	10.0	20
681	18	13	18	13	19.25	20
682	16	13	16	13	17.5	20
683	17	16	17	16	22.5	20
684	17	17	17	17	20.0	20
685	18	18	18	18	30.0	20
686	19	16	19	17	17.5	20
687	19	17	19	17	25.0	20
688	16	11	16	11	27.5	20
689	23	15	23	16	25.0	20
690	13	10	13	10	17.5	20
691	14	11	14	11	30.0	20
692	19	15	19	15	25.0	20
693	12	11	12	11	15.0	20
694	13	12	13	12	22.5	20
695	13	10	13	10	34.9	20
696	23	17	23	17	20.0	20
697	14	10	14	10	24.6	20
698	12	11	12	11	30.5	20
699	5	4	5	4	42.75	20
700	14	13	14	13	41.75	20
701	7	6	7	6	40.0	20
702	11	9	11	9	34.2	20
703	17	14	17	14	33.2	20
704	9	6	9	6	29.45	20
705	13	9	13	9	29.3	20
706	10	7	10	7	32.7	20
707	17	17	17	17	28.9375	16
708	12	8	12	8	1.55	20
709	16	12	16	12	102.55	20
710	12	11	12	11	103.2	20
711	18	15	18	15	87.5	20
712	10	6	10	6	60.8	20
713	11	7	11	7	38.9	20
714	12	10	12	10	49.0	20
715	12	11	12	11	45.0	12
716	9	5	9	5	34.6	20
717	12	10	12	10	67.0	20
718	9	7	9	7	78.6	20
719	9	7	9	7	77.0	20
720	18	14	18	14	78.6	20
721	13	11	13	11	78.2	20
722	15	12	15	12	79.0	20
723	10	8	10	8	77.9	20
724	12	10	12	10	78.7	20
725	17	14	17	14	79.0	20
726	17	15	17	15	63.07692307692308	13
727	9	6	9	6	48.3	20
728	12	11	12	11	83.55	20
729	12	10	12	10	96.2	20
730	15	12	15	12	95.55	20
731	25	19	25	19	97.0	20
732	9	5	9	5	95.6	20
733	19	19	19	19	93.35	20
734	12	11	12	11	61.7	20
735	14	8	14	8	46.0	20
736	10	8	10	8	26.1	20
737	24	17	24	17	85.1	20
738	11	9	11	9	39.875	8
739	15	12	15	12	50.3	20
740	25	18	25	18	61.2	20
741	14	13	14	13	56.4	20
742	11	7	11	7	56.35	20
743	14	11	14	11	53.85	20
744	13	10	13	10	37.5	12
745	12	8	12	8	25.3	20
746	13	11	13	11	61.55555555555556	9
747	12	11	12	11	20.066666666666666	15
748	11	10	11	10	44.4	20
749	21	14	21	17	83.0	20
750	12	9	12	9	87.4	20
751	15	11	15	11	86.6	20
752	28	13	28	21	66.3	20
753	11	7	11	7	39.714285714285715	7
754	13	10	13	10	42.85	20
755	15	11	15	11	61.05	20
756	15	12	15	12	87.15	20
757	10	9	10	9	86.4	20
758	17	15	17	15	89.2	20
759	10	7	10	7	89.2	20
760	9	7	9	8	89.6	20
761	12	10	12	10	59.0	20
762	18	13	18	13	43.0	3
763	14	10	14	10	42.35	20
764	8	8	8	8	43.0	20
765	16	13	16	13	43.0	20
766	23	18	23	18	43.0	20
767	11	6	11	6	38.3	20
768	17	14	17	14	41.15	20
769	22	17	22	17	43.0	20
770	10	6	10	7	42.4	20
771	12	9	12	9	43.0	20
772	8	6	8	6	43.0	20
773	14	8	14	8	42.7	20
774	15	9	15	9	40.0	20
775	23	17	23	17	43.0	20
776	16	12	16	12	43.0	20
777	16	9	16	9	43.15	20
778	15	13	15	13	43.0	20
779	12	9	12	9	42.2	20
780	20	10	20	10	41.65	20
781	11	9	11	9	38.25	20
782	7	6	7	6	39.7	20
783	7	6	7	6	43.0	20
784	13	12	13	12	43.0	20
785	20	17	20	17	42.6	20
786	10	9	10	9	43.0	20
787	16	10	16	10	43.0	20
788	14	12	14	12	42.85	20
789	15	11	15	11	40.6	20
790	20	12	20	12	41.8	20
791	23	16	23	16	42.6	20
792	19	16	19	16	42.6	20
793	14	10	14	12	42.3	20
794	19	16	19	16	42.4	20
795	18	14	18	14	43.0	20
796	17	10	17	10	43.0	20
797	9	7	9	7	41.9	20
798	11	5	11	6	41.0	20
799	15	12	15	12	45.0	20
800	15	14	15	14	44.4	20
801	14	11	14	11	45.75	20
802	18	14	18	14	49.0	20
803	7	6	7	6	46.6	20
804	12	11	12	11	46.8	20
805	15	11	15	11	47.0	20
806	11	9	11	9	45.8	20
807	12	8	12	8	45.9	20
808	11	10	11	10	46.9	20
809	10	8	10	8	47.3	20
810	13	7	13	7	49.65	20
811	14	8	14	8	48.95	20
812	12	9	12	9	49.75	20
813	16	13	16	13	49.6	20
814	18	14	18	14	49.65	20
815	7	3	7	3	50.0	20
816	15	14	15	14	49.0	20
817	14	12	14	12	49.25	20
818	12	9	12	9	49.2	20
819	15	10	15	10	50.0	20
820	11	8	11	8	49.65	20
821	17	16	17	16	50.0	20
822	20	18	20	18	50.0	20
823	15	9	15	9	49.3	20
824	9	7	9	7	50.0	20
825	23	13	23	17	50.0	20
826	16	11	16	11	50.0	20
827	13	13	13	13	50.0	20
828	16	13	16	13	50.0	20
829	16	11	16	11	49.5	20
830	15	12	15	12	49.65	20
831	11	10	11	10	49.5	20
832	14	9	14	9	49.2	20
833	10	7	10	7	48.55	20
834	17	13	17	13	48.1	20
835	9	8	9	8	49.5	20
836	8	6	8	6	49.5	20
837	18	16	18	16	50.0	20
838	12	9	12	10	49.65	20
839	12	11	12	11	49.5	20
840	11	10	11	10	50.0	20
841	12	10	12	10	49.6	20
842	13	10	13	10	49.0	20
843	18	11	18	11	49.65	20
844	18	15	18	15	49.6	20
845	19	14	19	14	50.0	20
846	12	11	12	11	50.8	20
847	14	11	14	11	49.6	20
848	6	6	6	6	50.0	20
849	6	6	6	6	50.0	20
850	12	9	12	9	49.6	20
851	8	8	8	8	50.0	20
852	18	14	18	14	51.7	20
853	11	9	11	9	50.0	20
854	12	11	12	11	50.0	20
855	12	8	12	8	51.7	20
856	17	14	17	14	55.9	20
857	11	9	11	9	84.0	20
858	15	9	15	9	84.0	20
859	17	14	17	14	82.3	20
860	15	13	15	13	79.4	20
861	16	14	16	14	78.9	20
862	13	8	13	8	80.6	20
863	11	9	11	9	83.2	20
864	13	11	13	11	83.2	20
865	13	9	13	9	83.6	20
866	11	9	11	9	81.4	20
867	11	10	11	10	84.0	20
868	13	11	13	11	84.0	20
869	22	14	22	14	81.9	20
870	10	9	10	9	84.0	20
871	12	6	12	7	84.0	20
872	17	14	17	14	84.0	20
873	9	7	9	7	79.5	20
874	12	10	12	10	84.0	20
875	9	5	9	5	82.8	20
876	11	10	11	11	81.0	20
877	10	8	10	8	82.95	20
878	11	9	11	9	81.9	20
879	16	14	16	14	83.6	20
880	17	15	17	15	84.0	20
881	17	12	17	12	83.6	20
882	15	12	15	12	80.2	20
883	13	10	13	10	84.0	20
884	19	16	19	16	81.4	20
885	17	14	17	14	83.6	20
886	15	13	15	13	84.0	20
887	17	13	17	13	83.6	20
888	10	7	10	7	84.0	20
889	10	7	10	7	83.6	20
890	11	7	11	7	82.4	20
891	14	9	14	9	80.8	20
892	12	7	12	8	84.0	20
893	16	12	16	13	84.0	20
894	18	16	18	16	84.0	20
895	23	19	23	19	84.0	20
896	22	15	22	15	80.7	20
897	13	9	13	9	83.25	20
898	21	15	21	15	79.4	20
899	8	7	8	7	73.3	20
900	13	12	13	12	79.8	20
901	18	15	18	15	79.8	20
902	14	11	14	11	84.0	20
903	14	10	14	10	81.5	20
904	12	12	12	12	83.6	20
905	12	9	12	9	83.2	20
906	12	9	12	9	83.2	20
907	29	15	29	24	84.0	20
908	10	7	10	7	82.3	20
909	20	14	20	19	83.2	20
910	15	12	15	14	83.6	20
911	15	12	15	12	84.0	20
912	24	18	24	20	83.2	20
913	13	6	13	6	83.9	20
914	11	7	11	9	84.0	20
915	11	10	11	10	83.5	20
916	5	4	5	4	82.85	20
917	12	10	12	10	83.6	20
918	13	11	13	11	84.0	20
919	15	10	15	10	82.0	20
920	24	18	24	20	84.0	20
921	12	12	12	12	83.9	20
922	10	9	10	9	84.0	20
923	27	21	27	21	84.0	20
924	22	17	22	17	82.0	20
925	21	17	21	17	76.75	20
926	21	18	21	18	84.0	20
927	14	10	14	10	84.0	20
928	11	11	11	11	84.0	20
929	14	12	14	12	84.0	20
930	17	12	17	12	82.45	20
931	17	11	17	11	76.45	20
932	18	15	18	15	84.0	20
933	21	18	21	18	84.0	20
934	14	9	14	9	84.0	20
935	14	13	14	13	84.0	20
936	15	10	15	10	81.6	20
937	15	11	15	11	83.6	20
938	16	11	16	12	83.2	20
939	20	17	20	17	83.2	20
940	20	16	20	16	84.0	20
941	15	14	15	14	83.25	20
942	12	10	12	10	83.6	20
943	16	14	16	14	83.2	20
944	12	9	12	9	79.8	20
945	12	11	12	11	83.6	20
946	17	12	17	12	82.8	20
947	24	20	24	20	83.35	20
948	14	11	14	11	84.0	20
949	9	8	9	8	84.0	20
950	16	16	16	16	83.6	20
951	16	12	16	13	82.4	20
952	15	11	15	11	84.0	20
953	17	13	17	14	83.2	20
954	15	14	15	14	83.6	20
955	6	6	6	6	83.6	20
956	12	11	12	11	83.6	20
957	13	12	13	12	84.0	20
958	18	14	18	14	81.35	20
959	12	12	12	12	83.6	20
960	13	12	13	12	83.85	20
961	17	16	17	16	84.0	20
962	25	22	25	22	84.0	20
963	17	10	17	10	84.0	20
964	15	10	15	10	83.2	20
965	14	12	14	12	82.8	20
966	17	15	17	16	82.4	20
967	20	16	20	16	77.95	20
968	13	9	13	9	84.0	20
969	24	16	24	20	83.6	20
970	23	19	23	19	84.0	20
971	14	8	14	8	82.4	20
972	13	11	13	11	82.3	20
973	17	14	17	14	83.6	20
974	24	19	24	21	83.0	20
975	19	14	19	14	84.0	20
976	14	11	14	11	84.0	20
977	14	12	14	13	84.0	20
978	22	16	22	16	84.0	20
979	25	17	25	18	83.6	20
980	18	14	18	14	83.5	20
981	16	11	16	11	82.85	20
982	19	12	19	14	83.6	20
983	12	9	12	9	84.0	20
984	10	8	10	8	84.0	20
985	14	9	14	9	81.9	20
986	15	13	15	13	84.0	20
987	7	5	7	5	83.6	20
988	15	13	15	13	82.8	20
989	20	16	20	16	82.0	20
990	22	15	22	17	84.0	20
991	17	15	17	15	84.0	20
992	16	16	16	16	83.6	20
993	7	5	7	5	84.0	20
994	13	11	13	11	83.6	20
995	16	13	16	13	84.0	20
996	18	15	18	15	84.0	20
997	10	10	10	10	83.6	20
998	10	8	10	8	84.0	20
999	20	16	20	16	84.0	20
1000	13	13	13	13	84.0	20
1001	12	11	12	11	83.8	20
1002	13	12	13	12	84.0	20
1003	10	7	10	7	84.0	20
1004	22	17	22	18	83.6	20
1005	16	13	16	13	82.4	20
1006	15	13	15	13	82.0	20
1007	15	13	15	13	84.0	20
1008	17	16	17	16	84.0	20
1009	14	13	14	13	84.0	20
1010	9	8	9	8	83.25	20
1011	15	13	15	13	83.6	20
1012	18	13	18	13	84.0	20
1013	19	14	19	14	83.6	20
1014	13	10	13	10	84.0	20
1015	18	17	18	17	84.0	20
1016	14	9	14	11	83.6	20
1017	13	10	13	10	81.35	20
1018	16	12	16	12	59.8	20
1019	8	8	8	8	57.8	20
1020	13	10	13	10	59.0	20
1021	17	12	17	12	59.05	20
1022	15	12	15	12	48.15	20
1023	17	11	17	11	42.05	20
1024	12	9	12	9	45.0	20
1025	20	15	20	15	45.0	20
1026	12	7	12	7	45.0	20
1027	15	12	15	12	45.0	20
1028	16	12	16	12	45.0	20
1029	9	7	9	7	45.0	20
1030	17	10	17	10	45.0	20
1031	29	14	29	28	45.0	20
1032	14	11	14	11	45.0	20
1033	15	14	15	14	45.0	20
1034	13	10	13	10	45.0	20
1035	12	7	12	7	45.0	20
1036	18	10	18	10	44.5	20
1037	14	11	14	11	42.75	20
1038	13	11	13	11	45.0	20
1039	20	14	20	14	45.0	20
1040	11	8	11	8	45.0	20
1041	17	13	17	13	45.0	20
1042	13	9	13	9	45.0	20
1043	17	12	17	13	45.0	20
1044	19	11	19	11	45.0	20
1045	15	9	15	9	44.8	20
1046	15	9	15	9	45.0	20
1047	15	11	15	12	45.0	20
1048	14	11	14	11	45.0	20
1049	7	6	7	6	45.0	20
1050	10	8	10	8	45.0	20
1051	14	12	14	12	44.2	20
1052	25	19	25	19	45.0	20
1053	13	10	13	10	43.0	20
1054	13	10	13	10	42.15	20
1055	12	8	12	8	45.0	20
1056	12	9	12	9	45.0	20
1057	13	9	13	9	45.0	20
1058	13	10	13	10	44.6	20
1059	16	11	16	11	44.05	20
1060	10	7	10	7	38.85	20
1061	11	7	11	7	42.6	20
1062	17	9	17	9	45.0	20
1063	24	16	24	16	44.6	20
1064	10	8	10	8	43.0	20
1065	13	13	13	13	42.75	20
1066	21	16	21	16	44.6	20
1067	17	11	17	11	45.0	20
1068	13	11	13	11	45.0	20
1069	9	6	9	6	45.0	20
1070	15	13	15	13	45.0	20
1071	13	11	13	11	45.0	20
1072	13	10	13	10	45.0	20
1073	10	9	10	9	45.0	20
1074	12	8	12	8	45.0	20
1075	7	5	7	5	43.95	20
1076	15	9	15	9	45.0	20
1077	19	12	19	12	45.0	20
1078	14	9	14	9	40.0	20
1079	10	8	10	8	39.6	20
1080	20	18	20	18	38.0	20
1081	13	6	13	6	36.25	20
1082	21	16	21	16	39.15	20
1083	14	12	14	12	36.35	20
1084	11	8	11	8	36.25	20
1085	11	7	11	7	39.0	20
1086	11	8	11	9	39.1	20
1087	15	13	15	13	34.5	20
1088	17	13	17	13	32.9	20
1089	11	7	11	7	33.2	20
1090	9	8	9	8	34.0	5
1091	10	9	10	9	44.0	20
1092	9	6	9	6	44.0	20
1093	12	10	12	10	53.15	20
1094	19	17	19	17	52.45	20
1095	19	13	19	13	86.45	20
1096	15	12	15	12	96.2	20
1097	16	11	16	11	97.0	20
1098	10	9	10	10	97.0	20
1099	19	15	19	15	93.15	20
1100	13	11	13	11	97.0	20
1101	16	14	16	14	96.6	20
1102	9	9	9	9	78.61111111111111	18
1103	14	11	14	11	33.6	20
1104	13	9	13	9	59.8	20
1105	13	9	13	9	88.6	20
1106	17	16	17	16	96.1	20
1107	14	10	14	11	93.55	20
1108	14	12	14	12	95.2	20
1109	12	11	12	11	95.6	20
1110	12	11	12	11	97.0	20
