ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent
851	1000	6	20	20	0	0
852	1034	12	20	20	0	0
853	1000	6	20	20	0	0
854	1000	10	20	20	0	0
855	1034	5	20	20	100	5.0
856	1118	2	20	20	100	25.0
857	1680	7	20	20	100	83.57142857142857
858	1680	6	20	20	100	94.16666666666667
859	1646	10	20	20	100	86.0
860	1588	7	20	20	85	89.16666666666667
861	1578	10	20	20	90	85.55555555555556
862	1612	6	20	20	100	90.0
863	1664	7	20	20	71	95.0
864	1664	7	20	20	100	98.57142857142857
865	1672	5	20	20	60	90.0
866	1628	1	20	20	100	100.0
867	1680	9	20	20	88	100.0
868	1680	4	20	20	100	95.0
869	1638	12	20	20	100	87.5
870	1680	7	20	20	100	95.0
871	1680	5	20	20	100	95.0
872	1680	9	20	20	55	95.0
873	1590	5	20	20	100	84.0
874	1680	8	20	20	87	100.0
875	1656	4	20	20	75	100.0
876	1620	2	20	20	100	97.5
877	1659	5	20	20	100	100.0
878	1638	9	20	20	100	95.0
879	1672	11	20	20	90	97.0
880	1680	10	20	20	100	100.0
881	1672	10	20	20	70	100.0
882	1604	9	20	20	100	89.44444444444444
883	1680	8	20	20	75	84.16666666666667
884	1628	1	20	20	100	100.0
885	1672	12	20	20	91	96.36363636363636
886	1680	10	20	20	100	99.5
887	1672	13	20	20	92	91.25
888	1680	5	20	20	100	95.0
889	1672	6	20	20	83	91.0
890	1648	5	20	20	80	100.0
891	1616	6	20	20	83	95.0
892	1680	7	20	20	100	100.0
893	1680	9	20	20	88	100.0
894	1680	14	20	20	100	91.78571428571429
895	1680	18	20	20	72	100.0
896	1614	10	20	20	100	93.0
897	1665	5	20	20	100	62.0
898	1588	12	20	20	83	89.5
899	1466	1	20	20	100	75.0
900	1596	9	20	20	77	94.28571428571429
901	1596	10	20	18	100	80.3
902	1680	7	20	20	100	95.0
903	1630	8	20	20	100	77.5
904	1672	9	20	20	77	100.0
905	1664	6	20	20	100	94.16666666666667
906	1664	5	20	20	100	95.0
907	1680	22	20	20	95	70.23809523809524
908	1646	4	20	20	75	95.0
909	1664	15	20	20	80	95.0
910	1672	13	20	20	92	97.08333333333333
911	1680	7	20	20	100	86.42857142857143
912	1664	15	20	20	100	85.0
913	1678	5	20	20	60	100.0
914	1680	7	20	20	85	93.33333333333333
915	1670	6	20	20	83	100.0
916	1657	1	20	20	100	100.0
917	1672	7	20	20	100	100.0
918	1680	9	20	20	100	97.77777777777777
919	1640	8	20	20	75	99.16666666666667
920	1680	18	20	20	88	75.625
921	1678	7	20	20	85	100.0
922	1680	8	20	20	87	94.28571428571429
923	1680	15	20	20	73	95.0
924	1640	10	20	20	80	89.375
925	1535	10	20	20	100	89.0
926	1680	17	20	20	100	93.52941176470588
927	1680	6	20	20	100	100.0
928	1680	7	20	20	100	100.0
929	1680	11	20	20	100	99.0909090909091
930	1649	2	20	20	100	100.0
931	1529	1	20	20	100	95.0
932	1680	13	20	20	100	92.3076923076923
933	1680	16	20	20	93	90.0
934	1680	6	20	20	100	100.0
935	1680	11	20	20	90	98.0
936	1632	7	20	20	85	80.0
937	1672	6	20	20	66	56.25
938	1664	10	20	20	100	96.5
939	1664	9	20	20	100	89.44444444444444
940	1680	12	20	20	83	95.0
941	1665	6	20	20	100	100.0
942	1672	8	20	20	87	98.57142857142857
943	1664	11	20	20	100	99.0909090909091
944	1596	8	20	20	62	82.0
945	1672	8	20	20	100	100.0
946	1656	8	20	20	100	77.5
947	1667	8	20	20	100	88.125
948	1680	7	20	20	100	95.71428571428571
949	1680	8	20	20	100	98.75
950	1672	11	20	20	90	95.0
951	1648	10	20	20	90	100.0
952	1680	8	20	20	75	85.83333333333333
953	1664	7	20	20	71	90.0
954	1672	12	20	20	66	98.125
955	1672	3	20	20	100	68.33333333333333
956	1672	9	20	20	88	100.0
957	1680	11	20	20	81	92.22222222222223
958	1627	5	20	20	100	97.0
959	1672	10	20	20	80	100.0
960	1677	7	20	20	71	93.0
961	1680	13	20	20	38	69.0
962	1680	16	20	20	12	52.5
963	1680	10	20	20	20	55.0
964	1664	4	20	20	50	5.0
965	1656	7	20	20	28	42.5
966	1648	12	20	20	33	27.5
967	1559	7	20	20	100	33.57142857142857
968	1680	7	20	20	42	38.333333333333336
969	1672	17	20	20	88	22.0
970	1680	15	20	20	20	68.33333333333333
971	1648	8	20	20	37	5.0
972	1646	2	20	20	100	5.0
973	1672	13	20	20	7	5.0
974	1660	9	20	20	100	26.666666666666668
975	1680	11	20	20	27	13.333333333333334
976	1680	8	20	20	37	25.0
977	1680	12	20	20	0	0
978	1680	11	20	20	0	0
979	1672	17	20	20	17	56.666666666666664
980	1670	10	20	20	100	13.5
981	1657	4	20	20	100	31.25
982	1672	10	20	20	10	100.0
983	1680	6	20	20	16	10.0
984	1680	8	20	20	100	19.375
985	1638	8	20	20	25	52.5
986	1680	7	20	20	42	100.0
987	1672	4	20	20	50	7.5
988	1656	9	20	20	22	45.0
989	1640	12	20	20	33	7.5
990	1680	15	20	20	40	37.5
991	1680	13	20	20	7	100.0
992	1672	14	20	20	14	5.0
993	1680	5	20	20	40	52.5
994	1672	8	20	20	25	5.0
995	1680	10	20	20	100	25.5
996	1680	13	20	20	30	58.75
997	1672	9	20	20	0	0
998	1680	7	20	20	14	5.0
999	1680	12	20	20	8	5.0
1000	1680	11	20	20	18	45.0
1001	1676	6	20	20	100	8.333333333333334
1002	1680	10	20	20	10	5.0
1003	1680	6	20	20	0	0
1004	1672	14	20	20	7	10.0
1005	1648	12	20	20	16	5.0
1006	1640	11	20	20	54	47.5
1007	1680	8	20	20	25	100.0
1008	1680	15	20	20	13	5.0
1009	1680	11	20	20	18	10.0
1010	1665	6	20	20	100	36.666666666666664
1011	1672	12	20	20	8	5.0
1012	1680	11	20	20	9	5.0
1013	1672	10	20	20	20	12.5
1014	1680	10	20	20	20	52.5
1015	1680	16	20	20	6	5.0
1016	1672	11	20	20	9	15.0
1017	1627	6	20	20	0	0
1018	1196	10	20	20	0	0
1019	1156	7	20	20	0	0
1020	1180	9	20	20	0	0
1021	1181	8	20	20	100	5.0
1022	963	4	20	20	100	55.0
1023	841	8	20	20	0	0
1024	900	7	20	20	0	0
1025	900	10	20	20	0	0
1026	900	7	20	20	0	0
1027	900	10	20	20	0	0
1028	900	10	20	20	0	0
1029	900	5	20	20	0	0
1030	900	7	20	20	0	0
1031	900	22	20	20	0	0
1032	900	8	20	20	0	0
1033	900	9	20	20	0	0
1034	900	7	20	20	0	0
1035	900	5	20	20	0	0
1036	890	3	20	18	0	0
1037	855	7	20	18	0	0
1038	900	7	20	20	0	0
1039	900	10	20	20	100	5.0
1040	900	5	20	20	0	0
1041	900	8	20	20	0	0
1042	900	8	20	20	0	0
1043	900	10	20	20	0	0
1044	900	9	20	20	0	0
1045	896	5	20	18	0	0
1046	900	6	20	20	0	0
1047	900	8	20	20	0	0
1048	900	6	20	20	0	0
1049	900	5	20	20	0	0
1050	900	4	20	20	0	0
1051	884	11	20	20	9	5.0
1052	900	16	20	20	0	0
1053	860	6	20	20	0	0
1054	843	2	20	20	100	7.5
1055	900	7	20	20	0	0
1056	900	7	20	20	0	0
1057	900	8	20	20	0	0
1058	892	7	20	20	0	0
1059	881	2	20	20	100	5.0
1060	777	2	20	18	50	5.0
1061	852	6	20	20	0	0
1062	900	6	20	20	0	0
1063	892	14	20	20	0	0
1064	860	5	20	18	0	0
1065	855	11	20	20	0	0
1066	892	13	20	20	0	0
1067	900	9	20	20	0	0
1068	900	9	20	20	0	0
1069	900	5	20	20	0	0
1070	900	10	20	20	0	0
1071	900	7	20	20	0	0
1072	900	8	20	20	0	0
1073	900	7	20	20	0	0
1074	900	6	20	20	0	0
1075	879	1	20	18	0	0
1076	900	5	20	20	0	0
1077	900	10	20	20	0	0
1078	800	8	20	20	0	0
1079	792	1	20	20	100	10.0
1080	760	16	20	20	0	0
1081	725	3	20	20	0	0
1082	783	1	20	20	100	100.0
1083	727	2	20	20	100	95.0
1084	725	1	20	20	100	100.0
1085	780	2	20	20	100	100.0
1086	782	4	20	18	100	100.0
1087	690	2	20	20	100	95.0
1088	658	1	20	20	100	90.0
1089	664	3	20	20	100	100.0
1090	170	2	5	5	100	100.0
1091	880	2	20	20	100	100.0
1092	880	1	20	20	100	100.0
1093	1063	1	20	20	100	100.0
1094	1049	4	20	20	100	100.0
1095	1729	3	20	20	100	50.0
1096	1924	11	20	20	0	0
1097	1940	9	20	20	100	5.0
1098	1940	9	20	20	0	0
1099	1863	11	20	20	100	15.0
1100	1940	10	20	20	100	20.0
1101	1932	13	20	20	100	25.0
1102	1415	9	18	18	0	0
1103	672	3	20	20	100	85.0
1104	1196	5	20	20	0	0
1105	1772	6	20	20	0	0
1106	1922	14	20	20	0	0
1107	1871	11	20	20	0	0
1108	1904	11	20	20	0	0
1109	1912	10	20	20	0	0
1110	1940	10	20	20	0	0
1111	1880	11	20	20	0	0
1112	1884	8	20	20	0	0
1113	772	1	9	9	100	11.0
1114	447	7	20	20	100	30.0
1115	574	9	7	7	0	0
1116	824	2	20	20	100	30.0
1117	1505	3	20	20	100	100.0
1118	1040	1	20	14	100	100.0
1119	1099	5	20	20	100	35.0
1120	1840	6	20	20	100	100.0
1121	1839	2	20	20	100	95.0
1122	1840	11	20	20	100	100.0
1123	1813	2	20	20	100	100.0
1124	1806	16	20	20	100	100.0
1125	1600	9	20	20	100	100.0
1126	1375	15	20	20	100	100.0
1127	880	6	20	20	100	100.0
1128	207	7	5	5	100	100.0
1129	216	3	20	16	100	6.0
1130	373	1	20	20	100	80.0
1131	909	3	20	20	100	5.0
1132	1832	11	20	20	100	25.0
1133	1952	8	20	20	100	29.375
1134	1978	3	20	20	100	65.0
1135	1964	7	20	20	100	70.0
1136	1944	2	20	20	100	90.0
1137	1944	8	20	20	100	78.75
1138	1949	5	20	20	100	68.0
1139	1877	8	20	20	100	75.0
1140	2035	13	20	20	15	35.0
1141	1965	11	20	20	72	28.125
1142	1767	6	20	20	100	50.0
1143	999	2	20	20	100	30.0
1144	787	1	20	20	100	50.0
1145	674	1	18	18	100	100.0
1146	1072	2	20	20	100	100.0
1147	1275	3	20	20	100	61.666666666666664
1148	2002	11	20	20	100	80.0
1149	1967	3	20	20	100	100.0
1150	1973	3	20	20	100	95.0
1151	2005	14	20	20	100	100.0
1152	2002	12	20	20	100	100.0
1153	1926	4	20	20	100	95.0
1154	1216	4	20	20	100	90.0
1155	377	2	8	8	100	100.0
1156	932	2	20	20	100	100.0
1157	1574	2	20	20	100	20.0
1158	1940	11	20	20	0	0
1159	1908	7	20	20	0	0
1160	1908	8	20	20	0	0
1161	1938	6	20	20	50	5.0
1162	1870	8	20	20	100	10.0
1163	1908	5	20	20	0	0
1164	1796	8	20	20	100	5.0
1165	1226	6	20	20	0	0
1166	1132	9	20	20	0	0
1167	114	21	2	2	0	0
1168	856	2	20	20	100	100.0
1169	1068	6	20	20	100	5.0
1170	1887	13	20	20	0	0
1171	1916	18	20	20	100	5.0
1172	1909	7	20	20	100	5.0
1173	1909	9	20	20	100	5.0
1174	1881	9	20	20	0	0
1175	834	8	20	20	100	45.0
1176	438	1	17	17	100	23.0
1177	231	3	17	13	0	0
1178	1194	3	20	20	100	15.0
1179	1924	14	20	20	0	0
1180	1617	15	20	20	0	0
1181	635	3	12	12	100	75.0
1182	1160	1	20	18	100	38.0
1183	671	15	20	20	0	0
1184	428	2	7	7	100	14.0
1185	1698	2	20	20	100	5.0
1186	1898	16	20	20	0	0
1187	1916	10	20	20	0	0
1188	1896	6	20	20	0	0
1189	1925	8	20	20	100	5.0
1190	1924	8	20	20	0	0
1191	706	12	20	20	0	0
1192	972	2	20	20	100	100.0
1193	868	1	20	20	100	100.0
1194	92	1	2	2	100	100.0
1195	520	3	20	16	100	50.0
1196	1176	1	17	11	0	0
1197	782	2	20	20	100	50.0
1198	1628	7	20	20	0	0
1199	1916	8	20	20	0	0
1200	1892	13	20	20	0	0
1201	1895	10	20	20	0	0
1202	1916	4	20	20	100	10.0
1203	1932	11	20	20	0	0
1204	1924	10	20	20	100	15.0
1205	1940	10	20	20	100	35.0
1206	1948	34	20	20	0	0
1207	1932	7	20	20	0	0
1208	1956	14	20	20	0	0
1209	1940	12	20	20	0	0
1210	1909	3	20	20	100	5.0
1211	1717	307	20	20	0	0
1212	1123	7	20	20	0	0
1213	734	1	20	20	100	40.0
1214	761	1	20	20	100	100.0
1215	266	1	7	7	100	100.0
1216	874	1	20	20	100	10.0
1217	582	7	20	20	0	0
1218	69	4	2	2	100	100.0
1219	1121	1	20	20	100	100.0
1220	1491	5	20	20	100	50.0
1221	1907	10	20	20	0	0
1222	1922	6	20	20	0	0
1223	1932	12	20	20	0	0
1224	1350	10	20	20	0	0
1225	1940	7	20	20	0	0
1226	1544	18	20	20	0	0
1227	1940	6	20	20	0	0
1228	1819	13	20	20	0	0
1229	1832	13	20	20	0	0
1230	1635	19	20	20	0	0
1231	1117	7	20	20	0	0
1232	741	1	16	14	100	78.0
1233	870	2	20	20	100	100.0
1234	886	1	20	20	100	100.0
1235	1429	3	20	20	100	20.0
1236	1912	1	20	20	100	5.0
1237	1835	10	20	20	0	0
1238	1909	4	20	20	100	5.0
1239	1940	12	20	20	0	0
1240	1909	5	20	20	100	5.0
1241	1940	14	20	20	0	0
1242	1232	4	20	20	100	30.0
1243	770	1	20	20	100	15.0
1244	796	4	20	20	100	36.25
1245	1629	12	20	20	0	0
1246	1758	2	20	20	100	10.0
1247	1757	12	20	20	100	5.0
1248	1780	9	20	20	0	0
1249	1692	10	20	20	0	0
1250	920	2	20	20	100	5.0
1251	333	5	10	10	100	90.0
1252	1002	3	20	20	100	90.0
1253	1619	9	20	20	100	65.0
1254	1785	3	20	20	100	100.0
1255	1796	6	20	20	100	100.0
1256	735	2	12	12	100	100.0
1257	659	3	20	18	100	66.0
1258	1246	7	18	18	0	0
1259	639	4	20	20	100	100.0
1260	1106	2	20	20	100	15.0
1261	1932	9	20	20	0	0
1262	1924	7	20	20	0	0
1263	1892	8	20	20	0	0
1264	1916	14	20	20	0	0
1265	1940	12	20	20	0	0
1266	1940	8	20	20	0	0
1267	1496	280	20	20	0	0
1268	919	2	20	20	100	17.5
1269	258	3	6	6	100	100.0
1270	1323	2	20	20	0	0
1271	1398	9	20	20	100	30.0
1272	1827	3	20	20	100	100.0
1273	795	5	16	16	100	54.8
1274	1259	3	20	20	100	45.0
1275	1772	14	20	20	0	0
1276	1683	12	20	20	0	0
1277	1411	6	20	20	0	0
1278	65	12	1	1	41	100.0
1279	848	4	20	18	100	44.0
1280	1689	1	20	18	100	11.0
1281	1732	3	20	20	100	10.0
1282	284	3	5	5	100	60.0
1283	487	3	20	14	0	0
1284	1601	4	20	18	100	38.0
1285	1311	2	20	16	100	12.0
1286	1509	3	20	18	100	44.0
1287	1422	1	20	14	100	42.0
1288	354	4	5	5	25	60.0
1289	635	6	20	20	100	80.0
1290	1767	10	20	20	0	0
1291	2019	15	20	20	100	25.0
1292	2009	5	20	18	100	55.0
1293	1991	4	20	20	100	65.0
1294	1992	2	20	20	100	55.0
1295	1968	9	20	20	100	52.77777777777778
1296	1978	6	20	20	100	60.0
1297	2001	8	20	20	100	55.0
1298	1954	52	20	20	100	54.80769230769231
1299	1234	6	20	20	100	30.0
1300	922	13	20	20	0	0
1301	260	9	6	6	0	0
1302	776	11	15	15	0	0
1303	1264	1	20	20	100	35.0
1304	1780	9	20	20	0	0
1305	1068	9	20	20	11	5.0
1306	334	1	9	9	100	11.0
1307	685	1	20	20	100	95.0
1308	1294	5	20	20	100	5.0
1309	1823	7	20	20	0	0
1310	1916	12	20	20	100	5.0
1311	1858	7	20	20	14	5.0
1312	1940	16	20	20	0	0
1313	1885	8	20	20	100	5.0
1314	1925	5	20	20	100	5.0
1315	1924	8	20	20	0	0
1316	1742	11	20	20	0	0
1317	1222	8	20	18	0	0
1318	1036	7	20	20	0	0
1319	596	6	19	19	100	63.0
1320	660	3	20	20	0	0
1321	1597	9	20	20	0	0
1322	1878	2	20	20	100	5.0
1323	1940	12	20	20	0	0
1324	1916	6	20	20	0	0
1325	1908	11	20	20	0	0
1326	1908	12	20	20	0	0
1327	1935	11	20	20	0	0
1328	1400	9	20	20	0	0
1329	854	1	20	20	100	30.0
1330	352	1	8	8	100	100.0
1331	150	5	20	20	100	5.0
1332	693	1	10	10	100	90.0
1333	989	4	20	20	100	60.0
1334	1818	7	20	20	0	0
1335	1900	7	20	20	0	0
1336	1932	16	20	20	0	0
1337	1940	7	20	20	0	0
1338	1375	4	20	20	0	0
1339	1305	2	20	14	100	71.0
1340	1836	1	20	20	100	10.0
1341	1626	10	20	20	100	5.0
1342	1670	9	20	20	100	5.0
1343	100	5	2	2	100	100.0
1344	733	1	20	20	100	90.0
1345	1992	12	20	20	100	25.0
1346	2100	14	20	20	100	55.0
1347	2084	9	20	20	100	70.0
1348	2071	6	20	20	100	85.0
1349	2076	13	20	20	100	90.0
1350	2087	6	20	20	100	90.0
1351	2071	5	20	20	100	95.0
1352	1979	10	20	20	100	100.0
1353	864	4	17	17	100	94.0
1354	760	2	20	20	100	100.0
1355	1106	3	20	20	100	30.0
1356	1803	14	20	20	0	0
1357	1924	8	20	20	0	0
1358	1924	10	20	20	0	0
1359	1856	13	20	20	0	0
1360	1632	7	20	20	100	5.0
1361	661	1	20	20	100	25.0
1362	125	6	3	3	100	100.0
1363	1440	6	20	20	100	100.0
1364	1440	5	20	20	100	100.0
1365	1547	1	20	20	100	100.0
1366	1398	1	20	20	100	100.0
1367	1658	1	20	20	100	100.0
1368	1700	13	20	20	100	100.0
1369	1700	7	20	20	100	100.0
1370	1684	5	20	20	100	100.0
1371	1700	9	20	20	100	100.0
1372	1544	3	20	20	100	100.0
1373	1454	2	20	20	100	100.0
1374	980	2	20	20	100	70.0
1375	968	1	20	20	100	75.0
1376	1096	3	20	20	100	80.0
1377	1120	4	20	18	100	77.0
1378	607	1	9	9	100	100.0
1379	829	3	20	20	100	100.0
1380	916	2	20	20	100	100.0
1381	897	1	20	20	100	100.0
1382	872	1	20	20	100	100.0
1383	756	1	20	20	100	100.0
1384	800	9	20	20	100	100.0
1385	840	2	20	20	100	100.0
1386	826	1	20	20	100	100.0
1387	840	4	20	20	100	100.0
1388	775	1	20	20	100	100.0
1389	869	1	20	20	100	70.0
1390	1149	5	20	20	100	15.0
1391	800	4	20	20	100	100.0
1392	840	4	20	20	100	100.0
1393	817	1	20	20	100	100.0
1394	842	1	20	20	100	95.0
1395	800	2	20	20	100	100.0
1396	772	4	20	20	100	100.0
1397	840	3	20	20	100	100.0
1398	840	2	20	20	100	100.0
1399	1459	11	20	20	0	0
1400	1256	1	20	20	100	40.0
1401	808	4	20	20	100	90.0
1402	928	1	20	20	100	70.0
1403	1494	2	20	20	100	10.0
1404	924	2	20	20	100	75.0
1405	796	1	20	20	100	85.0
1406	762	1	20	20	100	95.0
1407	762	1	20	20	100	95.0
1408	778	1	20	20	100	85.0
1409	694	3	20	20	100	95.0
1410	759	3	20	20	100	95.0
1411	1444	2	20	20	100	40.0
1412	1948	10	20	20	0	0
1413	1390	16	20	20	0	0
1414	1068	3	17	17	100	5.0
1415	588	2	20	20	100	40.0
1416	1586	10	17	17	0	0
1417	1709	3	20	20	100	100.0
1418	1175	5	14	14	100	35.0
1419	402	2	20	20	100	25.0
1420	788	4	20	12	100	75.0
1421	212	3	4	4	100	100.0
1422	668	1	20	20	0	0
1423	1390	8	20	20	0	0
1424	1771	15	20	20	0	0
1425	1911	2	20	20	100	5.0
1426	1924	7	20	20	0	0
1427	906	1	15	15	100	33.0
1428	1144	1	20	20	100	60.0
1429	1436	6	20	20	0	0
1430	1477	9	20	20	100	5.0
1431	1027	2	20	20	100	5.0
1432	755	2	16	16	100	18.0
1433	797	2	20	20	100	100.0
1434	828	12	20	20	100	45.0
1435	1049	10	20	20	100	35.0
1436	376	4	8	8	100	100.0
1437	1152	4	20	20	100	45.0
1438	1932	12	20	20	100	80.0
1439	1942	2	20	20	100	100.0
1440	1366	1	19	17	100	29.0
1441	147	11	13	7	100	28.0
1442	843	2	20	20	100	100.0
1443	1405	6	20	20	100	35.0
1444	1877	8	20	20	100	5.0
1445	1932	7	20	20	0	0
1446	1925	6	20	20	100	5.0
1447	1933	12	20	20	100	5.0
1448	1940	6	20	20	0	0
1449	1904	7	20	20	100	5.0
1450	1814	2	20	20	100	10.0
1451	449	3	10	10	100	100.0
1452	1228	1	20	20	100	90.0
1453	1238	1	20	20	100	40.0
1454	1623	2	20	20	100	20.0
1455	1579	7	20	20	100	5.0
1456	1651	12	20	20	0	0
1457	1716	11	20	20	0	0
1458	1695	10	20	20	0	0
1459	953	5	20	20	0	0
1460	750	2	20	18	100	83.0
1461	168	1	4	4	100	100.0
1462	1035	1	20	20	100	100.0
1463	1353	3	20	20	100	5.0
1464	1772	5	20	20	0	0
1465	1586	12	20	20	0	0
1466	1374	10	20	20	0	0
1467	376	1	12	12	100	83.0
1468	980	1	20	20	100	40.0
1469	1780	9	20	20	0	0
1470	1207	5	20	20	100	5.0
1471	335	2	10	10	100	70.0
1472	1075	2	20	20	100	40.0
1473	1573	6	20	20	100	10.0
1474	972	5	20	20	0	0
1475	470	2	15	15	100	6.0
1476	1403	4	20	20	100	100.0
1477	1694	3	20	20	100	100.0
1478	1673	3	20	20	100	100.0
1479	89	20	1	1	100	100.0
1480	951	3	20	18	100	11.0
1481	2071	8	20	20	100	80.0
1482	2087	10	20	20	100	90.0
1483	2042	10	20	20	100	100.0
1484	2100	14	20	20	100	75.0
1485	2053	5	20	20	100	75.0
1486	2092	15	20	20	100	80.0
1487	2079	8	20	20	100	100.0
1488	2079	11	20	20	100	95.0
1489	2014	8	20	20	100	90.0
1490	1386	9	20	20	100	50.0
1491	1748	14	20	20	100	60.0
1492	1206	6	20	20	0	0
1493	1229	13	20	20	100	5.0
1494	1602	7	20	20	0	0
1495	1406	8	20	20	0	0
1496	1407	6	20	20	100	5.0
1497	1404	19	20	20	0	0
1498	1325	5	20	20	0	0
1499	1317	11	20	20	0	0
1500	1531	9	20	20	100	7.222222222222222
1501	1399	8	20	20	100	10.0
1502	1335	6	20	18	0	0
1503	1572	13	20	20	7	5.0
1504	1495	9	20	20	0	0
1505	1357	8	20	20	0	0
1506	1770	15	20	20	0	0
1507	1665	11	20	20	0	0
1508	1756	23	20	20	0	0
1509	1756	11	20	20	0	0
1510	1764	14	20	20	0	0
1511	1756	9	20	20	0	0
1512	1780	13	20	20	0	0
1513	1764	19	20	20	0	0
1514	1773	6	20	20	100	5.0
1515	1730	13	20	20	0	0
1516	1572	9	20	20	0	0
1517	1465	12	20	20	0	0
1518	1316	1	20	18	0	0
1519	1312	11	20	20	0	0
1520	851	4	20	20	100	45.0
1521	792	6	20	20	100	95.0
1522	712	2	20	20	100	5.0
1523	701	2	20	20	100	100.0
1524	232	1	7	7	100	100.0
1525	499	1	20	20	0	0
1526	1077	2	20	20	100	35.0
1527	1787	4	20	20	100	10.0
1528	1922	9	20	20	0	0
1529	1932	5	20	20	0	0
1530	1908	10	20	20	0	0
1531	1863	4	20	20	100	15.0
1532	1940	5	20	20	0	0
1533	1911	10	20	20	100	5.0
1534	1815	4	20	20	100	5.0
1535	1171	6	20	20	100	30.0
1536	342	1	7	7	100	100.0
1537	611	8	20	20	100	5.0
1538	886	1	14	12	0	0
1539	804	5	20	20	100	100.0
1540	820	2	20	20	100	100.0
1541	820	2	20	20	100	100.0
1542	809	1	20	20	100	100.0
1543	818	1	20	20	100	100.0
1544	797	2	20	20	100	100.0
1545	820	5	20	20	100	100.0
1546	812	5	20	20	100	100.0
1547	755	1	20	20	100	100.0
1548	741	6	20	20	100	15.0
1549	874	1	20	20	100	25.0
1550	976	14	20	20	0	0
1551	944	3	20	20	100	10.0
1552	940	11	20	20	0	0
1553	915	8	20	20	100	10.0
1554	1027	8	20	20	0	0
1555	1110	3	20	20	100	5.0
1556	1156	5	20	20	100	5.0
1557	1352	7	20	20	0	0
1558	1425	4	20	20	100	5.0
1559	1482	12	20	20	100	5.0
1560	1620	5	20	20	0	0
1561	1733	7	20	20	100	10.0
1562	1784	3	20	20	100	95.0
1563	1824	4	20	20	100	100.0
1564	1832	12	20	20	100	100.0
1565	1824	2	20	20	100	100.0
1566	1840	14	20	20	100	100.0
1567	1834	3	20	20	100	100.0
1568	1816	8	20	20	100	100.0
1569	1760	2	20	20	100	100.0
1570	1832	5	20	20	100	100.0
1571	1840	9	20	20	100	100.0
1572	1840	6	20	20	100	100.0
1573	1840	10	20	20	100	100.0
1574	1832	4	20	20	100	100.0
1575	1833	3	20	20	100	100.0
1576	1799	4	20	20	100	95.0
1577	1786	5	20	20	100	100.0
1578	1825	4	20	20	100	100.0
1579	1825	4	20	20	100	100.0
1580	1808	5	20	20	100	100.0
1581	1816	5	20	18	100	100.0
1582	1740	6	20	20	100	95.0
1583	1832	15	20	20	100	100.0
1584	1757	10	20	20	100	95.0
1585	1827	1	20	20	100	100.0
1586	1816	2	20	20	100	95.0
1587	1824	9	20	20	100	100.0
1588	1739	3	20	20	0	0
1589	1840	9	20	20	100	100.0
1590	1780	8	20	20	100	100.0
1591	1840	9	20	20	100	100.0
1592	1824	57	20	20	100	100.0
1593	1789	5	20	20	100	95.0
1594	1840	8	20	20	100	100.0
1595	1778	10	20	20	100	90.0
1596	1824	13	20	20	100	100.0
1597	1824	4	20	20	100	100.0
1598	1779	3	20	20	100	100.0
1599	1802	5	20	20	100	100.0
1600	1824	6	20	20	100	100.0
1601	1832	1	20	20	100	100.0
1602	1824	9	20	20	100	100.0
1603	1840	13	20	20	100	100.0
1604	1776	4	20	20	100	100.0
1605	1816	10	20	20	100	100.0
1606	1813	3	20	20	100	95.0
1607	1815	14	20	20	100	100.0
1608	1338	7	20	20	100	90.0
1609	1244	11	20	20	100	95.0
1610	1062	4	20	20	100	100.0
1611	923	3	20	20	100	100.0
1612	918	1	20	20	100	100.0
1613	565	1	20	20	0	0
1614	932	2	20	20	100	100.0
1615	919	1	20	20	100	100.0
1616	926	1	20	18	100	100.0
1617	942	1	20	20	100	100.0
1618	940	1	20	20	100	100.0
1619	928	2	20	20	100	100.0
1620	947	2	20	20	100	100.0
1621	940	2	20	20	100	100.0
1622	924	1	20	20	100	100.0
1623	784	3	17	17	100	100.0
1624	544	1	20	20	100	100.0
1625	816	1	20	20	100	100.0
1626	738	2	20	20	100	100.0
1627	735	2	20	20	100	100.0
1628	612	1	20	20	100	100.0
1629	749	2	20	20	100	100.0
1630	820	2	20	20	100	100.0
1631	829	4	20	20	100	100.0
1632	793	1	20	20	100	5.0
1633	776	4	20	20	0	0
1634	819	1	20	20	100	95.0
1635	828	6	20	20	100	90.0
1636	841	5	20	20	100	65.0
1637	860	2	20	18	100	50.0
1638	856	1	20	18	100	61.0
1639	823	1	20	20	100	30.0
1640	897	7	20	20	100	35.0
1641	1173	9	20	20	100	60.0
1642	1393	7	20	20	0	0
1643	1520	13	20	20	100	5.0
1644	1599	11	20	20	100	5.0
1645	1632	14	20	20	0	0
1646	1598	11	20	20	100	10.0
1647	1705	5	20	20	100	10.0
1648	1740	2	20	20	100	10.0
1649	1887	4	20	20	100	5.0
1650	1899	14	20	20	100	5.0
1651	1935	7	20	20	100	5.0
1652	1935	7	20	20	100	10.0
1653	1910	9	20	20	100	10.0
1654	1903	11	20	20	100	5.0
1655	1927	7	20	20	100	5.0
1656	1932	6	20	20	100	10.0
1657	1884	4	20	20	0	0
1658	1940	17	20	20	0	0
1659	1919	14	20	20	100	5.0
1660	1940	8	20	20	100	5.0
1661	1932	12	20	20	0	0
