ID	HighScore	NoOfUsersWithHighScore	NoOfReadsinPuzzle	NoOfUsableReadsinPuzzle	UserPercentDifferntToBWA	MeanPercentOfReadsDifferent
7622	818	1	20	20	100	85.0
7623	970	7	20	18	0	0
7624	317	3	6	6	100	50.0
7625	960	3	20	20	100	100.0
7626	961	2	20	20	100	100.0
7627	953	2	20	20	100	100.0
7628	970	3	20	20	100	75.0
7629	1145	1	20	20	100	25.0
7630	1127	2	20	20	100	7.5
7631	1111	4	20	20	0	0
7632	1098	2	20	20	100	10.0
7633	1270	3	20	20	100	10.0
7634	1573	3	20	20	100	5.0
7635	1588	4	20	20	100	5.0
7636	1541	4	20	20	0	0
7637	1652	9	20	20	0	0
7638	1613	9	20	20	100	5.0
7639	1645	8	20	20	100	5.0
7640	1629	5	20	20	100	5.0
7641	1629	12	20	20	0	0
7642	1675	10	20	20	0	0
7643	1660	6	20	20	0	0
7644	1644	13	20	20	0	0
7645	1603	9	20	20	0	0
7646	1668	8	20	20	0	0
7647	1619	6	20	20	0	0
7648	1636	9	20	20	0	0
7649	1668	12	20	20	0	0
7650	1668	20	20	20	0	0
7651	1597	10	20	20	0	0
7652	1647	4	20	20	100	5.0
7653	1684	5	20	20	0	0
7654	1601	1	20	20	100	5.0
7655	1652	11	20	20	0	0
7656	1645	7	20	20	0	0
7657	1620	6	20	20	0	0
7658	1621	5	20	20	100	5.0
7659	1649	1	20	20	100	10.0
7660	1668	11	20	20	0	0
7661	1668	7	20	20	0	0
7662	1652	10	20	20	0	0
7663	1644	7	20	20	0	0
7664	1676	14	20	20	0	0
7665	1529	10	20	20	0	0
7666	1254	8	20	20	0	0
7667	865	1	20	20	100	65.0
7668	783	2	20	20	100	100.0
7669	785	1	20	20	100	90.0
7670	733	1	20	18	100	88.0
7671	812	2	20	20	100	100.0
7672	563	2	20	20	100	100.0
7673	753	1	20	20	100	100.0
7674	777	1	20	18	100	100.0
7675	780	1	20	20	100	100.0
7676	502	2	13	13	100	100.0
7677	1115	1	20	20	100	30.0
7678	243	11	3	3	0	0
7679	189	20	15	15	0	0
7680	962	7	20	20	100	65.0
7681	1170	4	20	20	100	80.0
7682	1049	6	20	20	100	100.0
7683	423	1	12	12	100	100.0
7684	960	1	20	20	100	100.0
7685	1513	8	20	20	0	0
7686	1830	17	20	20	0	0
7687	1925	14	20	20	0	0
7688	1924	15	20	20	0	0
7689	1940	8	20	20	0	0
7690	1932	10	20	20	0	0
7691	1932	8	20	20	0	0
7692	1940	13	20	20	0	0
7693	1940	10	20	20	0	0
7694	1940	9	20	20	0	0
7695	1924	14	20	20	0	0
7696	1932	12	20	20	0	0
7697	1932	8	20	20	0	0
7698	1940	10	20	20	0	0
7699	1932	6	20	20	100	5.0
7700	1924	14	20	20	0	0
7701	1835	14	20	20	0	0
7702	1642	11	20	20	0	0
7703	1037	3	20	20	100	65.0
7704	755	5	20	20	100	60.0
7705	256	4	8	8	100	100.0
7706	857	3	20	20	100	30.0
7707	291	14	16	16	0	0
7708	1003	1	20	20	100	70.0
7709	1631	5	20	20	0	0
7710	1780	8	20	20	0	0
7711	1594	10	20	20	0	0
7712	1764	7	20	20	0	0
7713	266	11	5	3	0	0
7714	123	3	20	18	0	0
7715	1932	10	20	20	0	0
7716	1843	6	20	20	0	0
7717	1940	13	20	20	0	0
7718	1645	14	20	20	0	0
7719	1617	9	20	20	0	0
7720	1385	9	20	20	0	0
7721	1101	2	20	18	100	33.0
7722	1047	4	20	20	100	100.0
7723	1044	3	20	20	100	100.0
7724	1034	3	20	20	100	100.0
7725	339	2	7	7	100	100.0
7726	1088	1	20	20	100	45.0
7727	1048	8	20	18	100	5.0
7728	356	8	12	12	0	0
7729	1000	3	20	20	100	100.0
7730	932	1	20	20	100	100.0
7731	1004	1	20	20	100	100.0
7732	1000	2	20	20	100	100.0
7733	700	4	20	20	25	100.0
7734	904	1	20	20	100	100.0
7735	999	2	20	20	100	100.0
7736	1000	5	20	20	100	100.0
7737	1000	5	20	20	100	100.0
7738	1001	1	20	20	100	95.0
7739	1232	4	20	20	100	10.0
7740	1272	11	20	20	0	0
7741	1131	3	20	20	100	70.0
7742	1000	2	20	20	100	100.0
7743	900	11	20	20	0	0
7744	995	1	20	20	100	95.0
7745	1168	1	20	20	100	100.0
7746	1432	3	20	20	100	100.0
7747	1361	3	20	20	100	100.0
7748	1048	7	20	20	100	100.0
7749	900	13	20	20	0	0
7750	996	1	20	20	100	100.0
7751	1000	3	20	20	100	100.0
7752	900	6	20	20	0	0
7753	1211	2	20	20	100	55.0
7754	1224	1	20	20	100	100.0
7755	1472	8	20	20	100	100.0
7756	1452	6	20	20	100	100.0
7757	1444	2	20	20	100	100.0
7758	1480	9	20	20	100	100.0
7759	1472	8	20	20	100	100.0
7760	1480	10	20	20	100	100.0
7761	1422	4	20	20	100	90.0
7762	1473	4	20	20	100	100.0
7763	1406	6	20	20	100	95.0
7764	1472	5	20	20	100	100.0
7765	1480	9	20	20	100	100.0
7766	1451	7	20	20	100	95.0
7767	1480	7	20	20	100	100.0
7768	1480	9	20	20	100	100.0
7769	1480	6	20	20	100	100.0
7770	1480	5	20	20	100	100.0
7771	1406	6	20	20	100	95.0
7772	1480	8	20	20	100	100.0
7773	1480	8	20	20	100	100.0
7774	1480	5	20	20	100	100.0
7775	1480	5	20	20	100	100.0
7776	1480	6	20	20	100	100.0
7777	1463	2	20	20	100	100.0
7778	1451	2	20	20	100	95.0
7779	1480	4	20	20	100	100.0
7780	1480	13	20	20	100	100.0
7781	1480	11	20	20	100	100.0
7782	1480	9	20	20	100	100.0
7783	1472	13	20	20	100	100.0
7784	1480	4	20	20	100	100.0
7785	1480	6	20	20	100	100.0
7786	1480	9	20	20	100	100.0
7787	1480	7	20	20	100	100.0
7788	1480	9	20	20	100	100.0
7789	1472	4	20	20	100	100.0
7790	1480	2	20	20	100	100.0
7791	1480	12	20	20	100	100.0
7792	1488	12	20	20	100	100.0
7793	667	1	14	14	100	100.0
7794	1539	2	20	20	100	5.0
7795	1686	6	20	20	100	10.0
7796	1813	8	20	20	0	0
7797	149	11	3	3	0	0
7798	958	1	20	20	100	25.0
7799	1330	9	20	20	0	0
7800	1635	4	20	20	100	5.0
7801	1855	10	20	20	0	0
7802	1932	11	20	20	0	0
7803	1916	8	20	20	0	0
7804	1827	6	20	20	100	5.0
7805	1932	10	20	20	0	0
7806	1843	10	20	20	0	0
7807	1686	10	20	20	0	0
7808	1312	8	20	20	0	0
7809	1128	13	20	20	0	0
7810	467	1	12	10	100	80.0
7811	876	2	20	20	100	60.0
7812	1999	8	20	20	100	85.0
7813	2000	12	20	20	100	99.16666666666667
7814	1984	10	20	20	90	100.0
7815	1996	7	20	20	100	93.57142857142857
7816	1998	11	20	20	100	100.0
7817	1992	11	20	20	100	88.63636363636364
7818	2000	8	20	20	87	95.0
7819	1990	8	20	20	100	100.0
7820	1000	7	12	12	28	45.5
7821	1140	2	20	20	100	100.0
7822	858	2	20	20	100	20.0
7823	2100	19	20	20	100	80.0
7824	2060	10	20	20	100	65.0
7825	1855	19	20	20	100	60.0
7826	435	29	13	7	100	14.0
7827	1028	1	20	20	100	100.0
7828	1775	12	20	20	0	0
7829	1940	7	20	20	0	0
7830	1836	5	20	20	100	5.0
7831	1924	12	20	20	0	0
7832	1940	17	20	20	0	0
7833	1940	11	20	20	0	0
7834	1673	10	20	20	0	0
7835	72	8	2	2	100	100.0
7836	1017	2	20	20	100	40.0
7837	1676	15	20	20	0	0
7838	1780	16	20	20	0	0
7839	1772	11	20	20	0	0
7840	1772	17	20	18	0	0
7841	1764	8	20	20	0	0
7842	1765	10	20	20	100	5.0
7843	1780	11	20	20	0	0
7844	1526	2	20	20	100	45.0
7845	1304	6	20	20	100	100.0
7846	1312	4	20	20	100	100.0
7847	1247	12	19	19	100	100.0
7848	960	1	20	20	100	100.0
7849	953	4	20	20	100	10.0
7850	1715	8	20	20	0	0
7851	1932	17	20	20	0	0
7852	1901	3	20	20	100	5.0
7853	1651	8	20	20	0	0
7854	204	1	7	7	100	100.0
7855	852	1	20	20	100	50.0
7856	623	5	20	16	0	0
7857	768	4	16	16	100	100.0
7858	658	1	20	20	100	100.0
7859	919	2	20	20	100	25.0
7860	1357	5	20	20	0	0
7861	1279	7	20	20	0	0
7862	1615	6	20	20	100	5.0
7863	1620	13	20	20	0	0
7864	1620	9	20	20	0	0
7865	1613	10	20	20	100	5.0
7866	1620	11	20	20	100	10.0
7867	1612	7	20	20	100	55.0
7868	1610	7	20	20	100	80.0
7869	1582	3	20	20	100	10.0
7870	1604	9	20	20	0	0
7871	1510	11	20	20	100	5.0
7872	1443	2	20	20	100	5.0
7873	1402	3	20	18	100	23.333333333333332
7874	1212	5	20	20	100	100.0
7875	1201	2	20	20	100	100.0
7876	1196	5	20	20	100	100.0
7877	1220	6	20	20	100	100.0
7878	1185	9	20	20	100	100.0
7879	971	7	20	18	100	100.0
7880	616	3	12	12	100	100.0
7881	1171	2	20	20	100	50.0
7882	1612	4	20	20	0	0
7883	1612	8	20	20	0	0
7884	1613	1	20	20	100	5.0
7885	1531	8	20	20	0	0
7886	1142	3	20	20	100	20.0
7887	408	1	12	12	100	58.0
7888	1357	2	20	20	100	62.5
7889	656	10	10	8	100	12.0
7890	1134	3	20	20	0	0
7891	1746	8	20	20	0	0
7892	1350	10	20	20	0	0
7893	749	2	20	20	100	100.0
7894	878	2	20	20	100	70.0
7895	1223	8	20	20	100	50.0
7896	1715	10	20	20	0	0
7897	1932	6	20	20	0	0
7898	1932	10	20	20	0	0
7899	1940	15	20	20	0	0
7900	1835	8	20	20	0	0
7901	1933	15	20	20	100	5.0
7902	1765	8	20	20	0	0
7903	885	7	20	18	0	0
7904	732	1	20	20	100	20.0
7905	499	5	20	20	100	5.0
7906	265	1	8	8	100	100.0
7907	944	2	20	20	100	55.0
7908	1691	9	20	18	0	0
7909	1940	6	20	20	0	0
7910	1940	5	20	20	0	0
7911	1510	10	20	20	0	0
7912	495	2	11	11	100	100.0
7913	906	1	20	20	100	50.0
7914	884	2	20	20	100	60.0
7915	800	1	20	20	100	100.0
7916	1000	4	20	20	0	0
7917	1434	5	20	20	0	0
7918	1589	5	20	20	0	0
7919	1620	8	20	20	0	0
7920	1589	9	20	20	0	0
7921	324	4	4	4	0	0
7922	184	3	20	18	100	16.0
7923	534	14	20	20	0	0
7924	1327	15	20	20	0	0
7925	1780	10	20	20	0	0
7926	1519	1	20	20	100	25.0
7927	124	2	4	4	100	100.0
7928	433	4	20	20	100	15.0
7929	1927	13	20	20	100	5.0
7930	1932	6	20	20	0	0
7931	954	6	20	20	0	0
7932	1164	6	20	20	0	0
7933	679	19	20	20	0	0
7934	1253	12	20	20	0	0
7935	776	4	20	20	0	0
7936	1067	8	20	18	0	0
7937	970	11	20	20	0	0
7938	1059	6	20	20	0	0
7939	1358	12	20	20	0	0
7940	582	10	20	20	0	0
7941	1044	14	20	20	100	5.0
7942	1156	10	20	20	0	0
7943	1059	11	20	20	0	0
7944	776	9	20	20	0	0
7945	970	5	20	20	0	0
7946	679	12	20	20	0	0
7947	1067	12	20	20	0	0
7948	970	16	20	20	0	0
7949	1164	7	20	20	0	0
7950	1028	11	20	18	0	0
7951	1343	10	20	18	100	5.0
7952	1164	8	20	18	0	0
7953	769	9	20	18	100	5.0
7954	873	9	20	18	0	0
7955	1067	5	20	18	0	0
7956	1164	6	20	20	0	0
7957	1245	4	20	18	0	0
7958	873	14	20	20	0	0
7959	1261	11	20	20	0	0
7960	970	14	20	20	0	0
7961	1036	5	20	20	100	5.0
7962	773	1	20	20	100	10.0
7963	1160	5	20	20	100	5.0
7964	865	14	20	20	0	0
7965	866	5	20	20	100	5.0
7966	970	12	20	20	0	0
7967	1261	10	20	18	0	0
7968	1067	2	20	20	0	0
7969	970	11	20	20	0	0
7970	1164	7	20	20	0	0
7971	873	10	20	20	0	0
7972	970	11	20	20	0	0
7973	1059	19	20	20	0	0
7974	873	14	20	20	0	0
7975	1164	10	20	20	0	0
7976	1245	3	20	18	0	0
7977	970	14	20	18	0	0
7978	1932	11	20	20	0	0
7979	1641	9	20	20	0	0
7980	1899	2	20	20	100	10.0
7981	1932	10	20	20	100	5.0
7982	1932	7	20	20	0	0
7983	1940	13	20	20	0	0
7984	1932	11	20	20	0	0
7985	1932	11	20	20	0	0
7986	1948	16	20	20	0	0
7987	1940	15	20	20	0	0
7988	1932	21	20	20	0	0
7989	1940	12	20	20	0	0
7990	1940	10	20	20	0	0
7991	1917	8	20	20	0	0
7992	1924	9	20	20	0	0
7993	1843	11	20	20	0	0
7994	1940	14	20	20	0	0
7995	1940	9	20	20	0	0
7996	1924	17	20	20	0	0
7997	1930	8	20	20	62	5.0
7998	1932	9	20	20	0	0
7999	1917	6	20	20	100	5.0
8000	1940	9	20	20	0	0
8001	1932	13	20	20	0	0
8002	1940	17	20	20	0	0
8003	1843	13	20	20	0	0
8004	1835	11	20	18	0	0
8005	1940	3	20	20	100	5.0
8006	1932	11	20	20	0	0
8007	1940	18	20	20	0	0
8008	1932	7	20	20	0	0
8009	1924	10	20	20	0	0
8010	1917	7	20	20	100	5.0
8011	1925	8	20	20	100	5.0
8012	1827	17	20	20	0	0
8013	1932	7	20	20	0	0
8014	1930	6	20	20	16	5.0
8015	1932	290	20	20	0	0
8016	1831	5	20	18	0	0
8017	1908	296	20	20	0	0
8018	1940	318	20	20	0	0
8019	1924	302	20	20	0	0
8020	1867	4	20	18	0	0
8021	1847	11	20	20	0	0
8022	1765	25	20	20	100	5.0
8023	1670	1	20	18	0	0
8024	1724	15	20	20	0	0
8025	1740	10	20	20	0	0
8026	1740	11	20	20	0	0
8027	1732	8	20	20	0	0
8028	1572	2	20	16	0	0
8029	1635	4	20	20	100	5.0
8030	1463	7	20	20	0	0
8031	1455	7	20	20	0	0
8032	1433	8	20	20	100	5.0
8033	1426	1	20	20	100	10.0
8034	1427	8	20	20	100	5.0
8035	1440	15	20	20	0	0
8036	1395	3	20	20	100	5.0
8037	1270	232	20	20	0	0
8038	1232	15	20	20	0	0
8039	1240	10	20	20	0	0
8040	1160	8	20	20	0	0
8041	1095	4	20	20	0	0
8042	917	2	20	16	0	0
8043	990	6	20	20	0	0
8044	819	3	20	18	0	0
8045	873	5	20	16	0	0
8046	785	4	20	18	0	0
8047	694	11	20	20	0	0
8048	700	6	20	20	0	0
8049	660	7	20	20	100	5.0
8050	575	2	20	18	0	0
8051	1940	20	20	20	0	0
8052	1909	7	20	20	100	5.0
8053	1932	10	20	20	0	0
8054	1835	10	20	20	0	0
8055	1940	10	20	20	0	0
8056	1925	5	20	20	0	0
8057	1940	6	20	20	0	0
8058	1932	6	20	20	0	0
8059	1835	11	20	20	0	0
8060	1940	12	20	20	100	10.0
8061	1924	14	20	20	0	0
8062	1828	1	20	20	100	5.0
8063	1932	10	20	20	0	0
8064	1924	13	20	20	0	0
8065	1932	11	20	20	0	0
8066	1835	7	20	20	0	0
8067	1925	10	20	20	100	5.0
8068	1940	11	20	20	0	0
8069	1870	10	20	20	0	0
8070	1732	8	20	20	0	0
8071	1555	11	20	20	0	0
8072	1440	10	20	20	0	0
8073	1377	12	20	20	0	0
8074	1220	15	20	20	0	0
8075	1105	9	20	20	0	0
8076	1002	10	20	20	100	85.0
8077	505	10	11	11	0	0
8078	500	3	20	20	100	51.666666666666664
8079	760	7	20	20	100	5.0
8080	975	6	20	20	100	5.0
8081	1000	12	20	20	0	0
8082	1000	11	20	20	0	0
8083	992	9	20	20	0	0
8084	941	5	20	20	0	0
8085	1097	4	20	20	100	95.0
8086	1100	3	20	20	100	100.0
8087	1080	10	20	20	100	95.0
8088	1195	5	20	20	100	100.0
8089	1200	2	20	20	100	75.0
8090	1228	5	20	20	0	0
8091	1223	3	20	20	0	0
8092	1188	1	20	20	100	5.0
8093	1234	8	20	20	100	10.0
8094	1216	6	20	20	0	0
8095	1240	6	20	20	0	0
8096	1033	12	20	20	0	0
8097	1260	8	20	20	0	0
8098	1440	10	20	20	0	0
8099	1396	3	20	20	100	5.0
8100	1362	2	20	20	100	55.0
8101	1532	5	20	20	100	95.0
8102	1560	3	20	20	100	100.0
8103	1553	4	20	20	100	100.0
8104	1560	7	20	20	100	100.0
8105	1560	5	20	20	100	100.0
8106	1139	10	20	20	100	75.0
8107	940	5	20	20	100	100.0
8108	922	3	20	18	100	100.0
8109	194	1	4	4	100	100.0
8110	522	1	20	20	100	100.0
8111	737	1	20	20	100	100.0
8112	720	2	20	20	100	100.0
8113	1097	2	20	20	100	100.0
8114	1152	3	20	20	100	100.0
8115	1168	4	20	20	100	100.0
8116	1160	5	20	20	100	100.0
8117	1160	13	20	20	100	100.0
8118	1180	3	20	20	100	100.0
8119	1256	5	20	20	100	25.0
8120	1380	8	20	20	0	0
8121	1304	3	20	18	100	27.0
8122	1156	5	20	18	100	100.0
8123	1175	3	20	20	100	100.0
8124	998	1	20	18	100	100.0
8125	1180	5	20	20	100	100.0
8126	991	1	20	18	100	100.0
8127	118	3	2	2	100	100.0
8128	1679	4	20	20	100	100.0
8129	1686	5	20	20	100	100.0
8130	1068	12	20	20	100	60.0
8131	1692	7	20	20	100	85.0
8132	226	3	20	20	100	15.0
8133	845	3	20	18	100	83.0
8134	856	1	20	20	100	90.0
8135	892	2	20	20	100	95.0
8136	596	1	20	20	100	85.0
8137	832	1	20	20	100	80.0
8138	988	3	20	20	100	95.0
8139	912	2	20	20	100	95.0
8140	760	2	20	20	100	95.0
8141	793	1	20	20	100	95.0
8142	587	2	20	20	100	90.0
8143	796	2	20	18	100	83.0
8144	868	1	20	20	100	90.0
8145	816	4	20	20	100	85.0
8146	656	1	20	14	100	85.0
8147	864	3	20	20	100	90.0
8148	776	2	20	20	100	80.0
8149	415	1	20	12	100	58.0
8150	720	3	20	20	100	90.0
8151	585	1	20	20	100	100.0
8152	620	2	20	20	100	100.0
8153	631	2	20	18	100	100.0
8154	620	3	20	20	100	100.0
8155	581	1	20	20	100	95.0
8156	472	1	20	20	100	100.0
8157	625	1	20	20	100	100.0
8158	380	1	17	17	100	100.0
8159	1050	1	20	20	100	70.0
8160	1770	14	20	20	100	65.0
8161	1909	2	20	20	100	90.0
8162	1807	11	20	20	90	84.5
8163	1900	10	20	20	80	100.0
8164	567	7	8	8	100	31.714285714285715
8165	1932	8	20	20	100	95.0
8166	1940	4	20	20	100	100.0
8167	1005	1	18	16	100	75.0
8168	960	1	20	20	100	100.0
8169	1000	6	20	20	100	100.0
8170	998	1	20	20	100	100.0
8171	1000	4	20	20	100	100.0
8172	1000	2	20	20	100	100.0
8173	999	2	20	20	100	100.0
8174	1000	10	20	20	100	100.0
8175	208	4	20	20	100	15.0
8176	1448	6	20	20	100	70.0
8177	1472	10	20	20	100	75.0
8178	1511	7	20	20	100	75.0
8179	1512	9	20	20	100	80.0
8180	1568	3	20	20	100	90.0
8181	1430	7	20	20	100	75.0
8182	1494	6	20	20	100	85.0
8183	1511	9	20	20	100	75.0
8184	1416	4	20	20	100	65.0
8185	1633	1	20	20	100	100.0
8186	1312	8	20	20	100	80.0
8187	1640	10	20	20	100	100.0
8188	1632	12	20	20	100	100.0
8189	1640	6	20	20	100	100.0
8190	1639	8	20	20	100	95.0
8191	1624	3	20	20	100	100.0
8192	1632	14	20	20	100	100.0
8193	1640	8	20	20	100	100.0
8194	1320	1	20	18	100	100.0
8195	593	2	20	20	100	100.0
8196	700	3	20	20	100	100.0
8197	700	2	20	20	100	100.0
8198	32	1	1	1	100	100.0
8199	980	2	20	20	100	100.0
8200	980	2	20	20	100	100.0
8201	1441	1	20	20	100	15.0
8202	1899	2	20	20	100	5.0
8203	1924	8	20	20	0	0
8204	1940	5	20	20	0	0
8205	1940	10	20	20	0	0
8206	1567	3	20	20	100	5.0
8207	1133	15	20	20	0	0
8208	517	4	11	11	100	100.0
8209	976	6	20	20	100	100.0
8210	929	4	20	20	100	100.0
8211	980	2	20	20	100	100.0
8212	1000	4	20	20	100	100.0
8213	1033	1	20	20	100	60.0
8214	1732	9	20	20	0	0
8215	1780	5	20	20	0	0
8216	1765	3	20	20	100	5.0
8217	1772	9	20	20	0	0
8218	1780	6	20	20	0	0
8219	1772	4	20	20	0	0
8220	1780	6	20	20	0	0
8221	1780	9	20	20	0	0
8222	1604	8	20	20	0	0
8223	1254	9	20	20	0	0
8224	964	2	20	20	100	20.0
8225	808	2	19	17	100	100.0
8226	959	3	20	20	0	0
8227	1623	11	20	20	0	0
8228	1780	6	20	20	0	0
8229	1772	10	20	20	0	0
8230	1780	12	20	20	0	0
8231	1748	11	20	20	0	0
8232	1672	5	20	20	100	5.0
8233	1275	7	20	20	0	0
8234	777	1	20	20	100	45.0
8235	164	3	4	4	100	100.0
8236	288	1	20	16	100	6.0
8237	1992	14	20	20	85	100.0
8238	1351	3	20	20	100	30.0
8239	903	5	20	20	100	5.0
8240	764	2	20	20	100	90.0
8241	760	1	20	20	100	100.0
8242	748	2	20	18	100	88.0
8243	720	1	20	20	100	95.0
8244	266	7	7	7	100	100.0
8245	1048	4	20	20	100	70.0
8246	1708	6	20	20	0	0
8247	1873	8	20	20	0	0
8248	1923	1	20	20	100	5.0
8249	1649	12	20	20	0	0
8250	1932	9	20	20	0	0
8251	1827	11	20	20	0	0
8252	1075	3	20	20	100	35.0
8253	593	3	13	13	100	100.0
8254	1180	4	20	20	100	100.0
8255	1517	2	20	20	100	32.5
8256	1735	2	20	20	100	5.0
8257	1726	3	20	20	100	5.0
8258	1741	4	20	20	0	0
8259	1780	6	20	20	0	0
8260	1780	15	20	20	0	0
8261	1780	7	20	20	0	0
8262	1780	7	20	20	0	0
8263	1772	8	20	20	0	0
8264	1083	4	20	20	100	70.0
8265	507	1	13	13	100	100.0
8266	1320	2	20	20	100	10.0
8267	1695	4	20	18	100	5.0
8268	1770	4	20	20	0	0
8269	1780	7	20	20	0	0
8270	1681	9	20	20	0	0
8271	1674	2	20	20	100	10.0
8272	632	2	14	14	100	92.0
8273	991	2	20	20	100	60.0
8274	1708	7	20	20	0	0
8275	1932	5	20	20	0	0
8276	1940	14	20	20	0	0
8277	1940	14	20	20	0	0
8278	1925	10	20	20	100	5.0
8279	1930	8	20	20	0	0
8280	1108	1	20	20	100	20.0
8281	1932	15	20	20	0	0
8282	1301	3	19	17	100	17.0
8283	1054	1	20	20	100	90.0
8284	1532	5	20	20	100	5.0
8285	1772	5	20	20	0	0
8286	1666	4	20	20	100	5.0
8287	1678	5	20	20	100	10.0
8288	736	3	16	14	100	85.0
8289	1128	5	20	20	100	10.0
8290	1500	2	20	20	0	0
8291	1451	7	20	20	100	5.0
8292	1610	157	20	20	5	5.0
8293	1590	7	20	20	0	0
8294	598	2	14	14	100	85.0
8295	860	5	20	20	100	100.0
8296	947	5	20	20	0	0
8297	1071	6	20	20	100	5.0
8298	1286	1	20	20	100	5.0
8299	1464	9	20	20	0	0
8300	1699	2	20	20	100	5.0
8301	1734	3	20	20	100	5.0
8302	1780	7	20	20	0	0
8303	1780	28	20	20	0	0
8304	1780	10	20	20	0	0
8305	1764	8	20	20	0	0
8306	1780	11	20	20	0	0
8307	1780	9	20	20	0	0
8308	1780	12	20	20	100	5.0
8309	1724	5	20	20	100	10.0
8310	1743	4	20	20	100	5.0
8311	1770	8	20	20	100	5.0
8312	1775	21	20	20	0	0
8313	1162	11	20	20	0	0
8314	860	2	20	20	100	100.0
8315	125	3	3	3	100	100.0
8316	891	3	20	20	100	10.0
8317	1544	7	20	20	0	0
8318	1932	6	20	20	0	0
8319	1668	7	20	18	100	5.0
8320	1083	6	20	20	100	10.0
8321	704	4	20	20	100	95.0
8322	660	5	20	20	100	100.0
8323	162	6	5	5	100	100.0
8324	994	2	20	20	100	100.0
8325	994	3	20	20	100	100.0
8326	989	2	20	20	100	87.5
8327	1489	3	20	20	100	25.0
8328	1932	18	20	20	0	0
8329	1900	2	20	20	0	0
8330	1932	10	20	20	0	0
8331	1893	6	20	20	0	0
8332	1932	11	20	20	0	0
8333	1940	10	20	20	0	0
8334	1882	2	20	20	100	5.0
8335	1940	10	20	20	0	0
8336	1871	6	20	20	100	15.0
8337	1924	14	20	20	0	0
8338	1924	14	20	20	0	0
8339	1925	6	20	20	100	5.0
8340	1916	19	20	20	0	0
8341	1924	9	20	20	0	0
8342	1771	3	20	20	100	5.0
8343	1925	8	20	20	100	5.0
8344	1889	8	20	20	100	13.125
8345	1917	8	20	20	100	5.0
8346	1924	13	20	20	0	0
8347	1924	12	20	20	0	0
8348	1925	5	20	20	100	5.0
8349	1932	14	20	20	100	5.0
8350	1917	8	20	20	100	5.0
8351	1894	2	20	20	100	10.0
8352	1734	8	20	20	0	0
8353	1166	6	20	20	0	0
8354	878	2	20	18	100	10.5
8355	739	1	20	18	100	100.0
8356	713	1	20	20	100	100.0
8357	720	2	20	20	100	100.0
8358	144	3	4	4	100	100.0
8359	701	1	20	20	100	100.0
8360	867	2	20	20	100	25.0
8361	1123	5	20	20	0	0
8362	1777	6	20	20	0	0
8363	1909	72	20	20	100	5.0
8364	1924	10	20	20	0	0
8365	1916	10	20	20	0	0
8366	1940	8	20	20	0	0
8367	1924	11	20	20	0	0
8368	1892	13	20	20	0	0
8369	1864	7	20	20	100	10.0
8370	1865	14	20	20	0	0
8371	1236	13	20	20	0	0
8372	1145	6	20	20	0	0
8373	1006	6	20	20	0	0
8374	907	8	20	20	0	0
8375	618	6	20	20	0	0
8376	212	2	8	8	100	100.0
8377	330	3	20	20	100	30.0
8378	1335	11	20	20	0	0
8379	1602	10	20	20	0	0
8380	1690	1	20	18	100	5.0
8381	1040	1	19	19	100	63.0
8382	1059	7	20	20	0	0
8383	627	3	9	9	100	11.0
8384	1424	10	20	16	0	0
8385	480	9	16	16	100	6.0
8386	952	2	20	20	100	70.0
8387	1827	10	20	20	0	0
8388	1887	6	20	20	100	5.0
8389	1940	11	20	20	0	0
8390	1856	6	20	20	0	0
8391	979	1	20	18	100	38.0
8392	102	2	4	2	100	100.0
8393	1048	1	20	20	100	55.0
8394	1825	3	20	20	100	5.0
8395	2100	8	20	20	100	90.0
8396	2046	9	20	20	100	90.0
8397	2084	8	20	20	100	70.0
8398	2068	10	20	20	100	90.0
8399	2092	18	20	20	100	85.0
8400	2087	12	20	20	100	85.0
8401	2067	7	20	20	100	90.0
8402	2087	11	20	20	100	90.0
8403	2084	12	20	20	100	95.0
8404	2044	4	20	20	100	100.0
8405	1817	13	20	20	100	65.0
8406	1121	1	20	20	100	95.0
8407	1007	1	19	19	100	100.0
8408	620	2	20	20	100	100.0
8409	964	1	20	20	100	60.0
8410	1427	10	20	20	0	0
8411	1296	9	20	20	0	0
8412	680	1	14	14	100	50.0
8413	445	10	20	20	0	0
8414	1940	10	20	20	0	0
8415	1932	11	20	20	0	0
8416	1730	17	20	20	0	0
8417	512	1	11	11	100	100.0
8418	1063	1	20	20	100	60.0
8419	1717	1	20	20	100	5.0
8420	1772	10	20	20	0	0
8421	1718	2	20	20	100	5.0
8422	1780	1	20	20	0	0
8423	1765	3	20	20	100	5.0
8424	871	1	18	18	100	33.0
8425	880	3	20	20	100	100.0
8426	879	1	20	20	100	100.0
8427	940	1	20	20	100	100.0
8428	1040	5	20	20	100	100.0
8429	1040	4	20	20	100	100.0
8430	980	1	20	20	100	100.0
8431	860	2	20	20	100	100.0
8432	940	2	20	20	100	100.0
8433	860	5	20	20	100	100.0
8434	860	6	20	20	100	100.0
8435	940	3	20	20	100	100.0
8436	940	2	20	20	100	100.0
8437	800	5	20	20	100	100.0
8438	860	1	20	20	100	100.0
8439	940	3	20	20	100	100.0
8440	1025	1	20	20	100	70.0
8441	1495	5	20	20	100	15.0
8442	1629	5	20	20	100	5.0
8443	1606	7	20	20	100	10.0
8444	1612	6	20	20	0	0
