Datsetid	Players_total	No.ofalignments	Players_active	Usable_alignments	Empty_alignments	Maxscoreperread	Readnumber
8174	18	18	13	13	5	50.0	20
8175	16	16	14	14	2	10.4	20
8176	18	19	12	12	7	72.4	20
8177	19	19	14	14	5	73.6	20
8178	14	14	11	11	3	75.55	20
8179	15	15	11	11	4	75.6	20
8180	8	8	6	6	2	78.4	20
8181	16	16	13	13	3	71.5	20
8182	10	10	10	10	0	74.7	20
8183	18	18	14	14	4	75.55	20
8184	9	9	8	8	1	70.8	20
8185	11	11	8	8	3	81.65	20
8186	15	15	10	10	5	65.6	20
8187	16	16	13	13	3	82.0	20
8188	15	15	14	14	1	81.6	20
8189	11	11	10	10	1	82.0	20
8190	15	15	13	13	2	81.95	20
8191	11	11	9	9	2	81.2	20
8192	25	25	22	22	3	81.6	20
8193	11	11	11	11	0	82.0	20
8194	17	17	17	17	0	66.0	20
8195	8	8	5	5	3	29.65	20
8196	13	13	9	9	4	35.0	20
8197	9	9	7	7	2	35.0	20
8198	16	16	12	12	4	32.0	1
8199	18	18	16	16	2	49.0	20
8200	13	13	10	10	3	49.0	20
8201	7	7	6	6	1	72.05	20
8202	7	7	6	6	1	94.95	20
8203	10	10	9	9	1	96.2	20
8204	9	9	6	6	3	97.0	20
8205	16	16	11	11	5	97.0	20
8206	7	7	6	6	1	78.35	20
8207	19	19	18	18	1	56.65	20
8208	13	13	11	11	2	47.0	11
8209	20	20	15	15	5	48.8	20
8210	16	17	12	13	4	46.45	20
8211	13	13	6	6	7	49.0	20
8212	20	20	17	17	3	50.0	20
8213	20	20	14	14	6	51.65	20
8214	19	19	13	13	6	86.6	20
8215	10	10	7	7	3	89.0	20
8216	19	19	17	17	2	88.25	20
8217	14	14	11	11	3	88.6	20
8218	11	11	9	9	2	89.0	20
8219	7	7	6	6	1	88.6	20
8220	10	10	9	9	1	89.0	20
8221	14	14	9	9	5	89.0	20
8222	12	12	10	10	2	80.2	20
8223	15	15	10	10	5	62.7	20
8224	15	15	10	10	5	48.2	20
8225	10	11	7	8	3	42.526315789473685	19
8226	15	16	8	9	7	47.95	20
8227	15	15	14	14	1	81.15	20
8228	8	8	6	6	2	89.0	20
8229	13	13	11	11	2	88.6	20
8230	18	18	17	17	1	89.0	20
8231	17	17	13	13	4	87.4	20
8232	16	16	14	14	2	83.6	20
8233	14	14	11	11	3	63.75	20
8234	14	14	10	10	4	38.85	20
8235	12	12	11	11	1	41.0	4
8236	15	15	10	10	5	14.4	20
8237	17	17	17	17	0	99.6	20
8238	7	7	6	6	1	67.55	20
8239	22	22	15	15	7	45.15	20
8240	13	13	11	11	2	38.2	20
8241	14	14	12	12	2	38.0	20
8242	13	13	11	11	2	37.4	20
8243	11	11	8	8	3	36.0	20
8244	24	24	21	21	3	38.0	7
8245	19	19	15	15	4	52.4	20
8246	10	10	7	7	3	85.4	20
8247	14	14	11	11	3	93.65	20
8248	10	10	7	7	3	96.15	20
8249	13	13	12	12	1	82.45	20
8250	15	15	12	12	3	96.6	20
8251	14	14	13	13	1	91.35	20
8252	18	18	13	13	5	53.75	20
8253	14	14	8	8	6	45.61538461538461	13
8254	10	10	8	8	2	59.0	20
8255	25	25	20	20	5	75.85	20
8256	17	17	10	10	7	86.75	20
8257	14	14	10	10	4	86.3	20
8258	11	11	8	8	3	87.05	20
8259	10	10	9	9	1	89.0	20
8260	18	18	17	17	1	89.0	20
8261	13	13	9	9	4	89.0	20
8262	10	10	7	7	3	89.0	20
8263	11	11	9	9	2	88.6	20
8264	49	49	6	6	43	54.15	20
8265	7	7	5	5	2	39.0	13
8266	84	84	45	45	39	66.0	20
8267	11	11	10	10	1	84.75	20
8268	9	9	6	6	3	88.5	20
8269	13	13	10	10	3	89.0	20
8270	11	11	11	11	0	84.05	20
8271	11	11	9	9	2	83.7	20
8272	15	15	9	9	6	45.142857142857146	14
8273	12	12	6	6	6	49.55	20
8274	11	11	9	9	2	85.4	20
8275	11	11	10	10	1	96.6	20
8276	13	16	12	15	1	97.0	20
8277	21	21	16	16	5	97.0	20
8278	16	16	13	13	3	96.25	20
8279	13	13	9	9	4	96.5	20
8280	17	17	13	13	4	55.4	20
8281	17	17	15	15	2	96.6	20
8282	14	14	14	14	0	68.47368421052632	19
8283	14	14	10	10	4	52.7	20
8284	14	14	13	13	1	76.6	20
8285	8	8	8	8	0	88.6	20
8286	13	13	10	10	3	83.3	20
8287	9	9	7	7	2	83.9	20
8288	14	14	12	12	2	46.0	16
8289	18	18	13	13	5	56.4	20
8290	8	8	4	4	4	75.0	20
8291	18	18	15	15	3	72.55	20
8292	28	167	22	161	6	80.5	20
8293	11	11	8	8	3	79.5	20
8294	13	13	11	11	2	42.714285714285715	14
8295	15	15	14	14	1	43.0	20
8296	9	10	7	7	3	47.35	20
8297	11	11	10	10	1	53.55	20
8298	12	12	10	10	2	64.3	20
8299	16	16	13	13	3	73.2	20
8300	13	13	9	9	4	84.95	20
8301	15	15	8	8	7	86.7	20
8302	11	11	9	9	2	89.0	20
8303	15	31	12	28	3	89.0	20
8304	15	15	12	12	3	89.0	20
8305	10	10	9	9	1	88.2	20
8306	15	16	11	11	5	89.0	20
8307	15	15	14	14	1	89.0	20
8308	15	15	15	15	0	89.0	20
8309	14	14	10	10	4	86.2	20
8310	9	9	8	8	1	87.15	20
8311	11	11	11	11	0	88.5	20
8312	24	24	21	21	3	88.75	20
8313	17	17	12	12	5	58.1	20
8314	15	15	11	11	4	43.0	20
8315	13	13	8	8	5	41.666666666666664	3
8316	10	10	8	8	2	44.55	20
8317	14	14	10	10	4	77.2	20
8318	8	8	7	7	1	96.6	20
8319	13	13	11	11	2	83.4	20
8320	16	16	11	11	5	54.15	20
8321	22	22	18	18	4	35.2	20
8322	14	14	10	10	4	33.0	20
8323	16	16	13	13	3	32.4	5
8324	15	16	14	15	1	49.7	20
8325	16	16	15	15	1	49.7	20
8326	20	20	13	13	7	49.45	20
8327	9	9	8	8	1	74.45	20
8328	23	23	21	21	2	96.6	20
8329	10	10	6	6	4	95.0	20
8330	15	15	14	14	1	96.6	20
8331	11	11	9	9	2	94.65	20
8332	12	12	12	12	0	96.6	20
8333	13	13	11	11	2	97.0	20
8334	10	11	9	10	1	94.1	20
8335	15	15	13	13	2	97.0	20
8336	15	15	11	11	4	93.55	20
8337	20	20	14	14	6	96.2	20
8338	20	20	14	14	6	96.2	20
8339	9	9	8	8	1	96.25	20
8340	24	26	21	23	3	95.8	20
8341	16	16	13	13	3	96.2	20
8342	13	13	11	11	2	88.55	20
8343	16	16	12	12	4	96.25	20
8344	14	14	12	12	2	94.45	20
8345	15	15	15	15	0	95.85	20
8346	17	17	16	16	1	96.2	20
8347	14	14	14	14	0	96.2	20
8348	17	17	15	15	2	96.25	20
8349	21	21	16	16	5	96.6	20
8350	22	22	18	18	4	95.85	20
8351	12	12	7	7	5	94.7	20
8352	10	10	10	10	0	86.7	20
8353	9	9	9	9	0	58.3	20
8354	16	16	14	14	2	43.9	20
8355	17	17	13	13	4	36.95	20
8356	13	13	11	11	2	35.65	20
8357	12	12	11	11	1	36.0	20
8358	11	11	8	8	3	36.0	4
8359	13	13	13	13	0	35.05	20
8360	16	16	12	12	4	43.35	20
8361	11	11	8	8	3	56.15	20
8362	10	10	6	6	4	88.85	20
8363	19	82	16	79	3	95.45	20
8364	11	11	10	10	1	96.2	20
8365	11	11	11	11	0	95.8	20
8366	14	14	11	11	3	97.0	20
8367	16	16	13	13	3	96.2	20
8368	16	16	13	13	3	94.6	20
8369	17	17	13	13	4	93.2	20
8370	18	18	16	16	2	93.25	20
8371	15	15	13	13	2	61.8	20
8372	12	13	5	6	7	57.25	20
8373	9	9	7	7	2	50.3	20
8374	17	17	11	11	6	45.35	20
8375	10	10	8	8	2	30.9	20
8376	13	13	10	10	3	26.5	8
8377	13	13	12	12	1	16.5	20
8378	18	18	14	14	4	66.75	20
8379	14	14	12	12	2	80.1	20
8380	13	13	13	13	0	84.5	20
8381	14	14	8	8	6	54.73684210526316	19
8382	11	11	9	9	2	52.95	20
8383	7	7	5	5	2	69.66666666666667	9
8384	16	16	11	11	5	71.2	20
8385	20	20	18	18	2	30.0	16
8386	19	19	16	16	3	47.6	20
8387	11	11	10	10	1	91.35	20
8388	14	14	12	12	2	94.35	20
8389	15	15	13	13	2	97.0	20
8390	12	12	9	9	3	92.8	20
8391	14	14	10	10	4	48.95	20
8392	16	16	13	13	3	25.5	4
8393	16	16	11	11	5	52.4	20
8394	7	7	5	5	2	91.25	20
8395	10	10	9	9	1	105.0	20
8396	16	16	14	14	2	102.3	20
8397	10	10	9	9	1	104.2	20
8398	14	14	12	12	2	103.4	20
8399	23	23	20	20	3	104.6	20
8400	13	13	12	12	1	104.35	20
8401	15	15	13	13	2	103.35	20
8402	16	16	14	14	2	104.35	20
8403	15	15	15	15	0	104.2	20
8404	8	8	7	7	1	102.2	20
8405	18	18	14	14	4	90.85	20
8406	15	15	14	14	1	56.05	20
8407	12	12	7	7	5	53.0	19
8408	18	20	13	15	5	31.0	20
8409	11	12	10	11	1	48.2	20
8410	18	18	15	15	3	71.35	20
8411	9	9	9	9	0	64.8	20
8412	11	11	7	7	4	48.57142857142857	14
8413	15	15	11	11	4	22.25	20
8414	13	13	11	11	2	97.0	20
8415	16	17	12	13	4	96.6	20
8416	18	23	13	18	5	86.5	20
8417	10	10	3	3	7	46.54545454545455	11
8418	13	13	11	11	2	53.15	20
8419	12	12	10	10	2	85.85	20
8420	13	13	12	12	1	88.6	20
8421	16	16	12	12	4	85.9	20
8422	4	4	3	3	1	89.0	20
8423	11	11	9	9	2	88.25	20
8424	10	10	7	7	3	48.388888888888886	18
8425	9	9	8	8	1	44.0	20
8426	14	14	9	9	5	43.95	20
8427	15	15	12	12	3	47.0	20
8428	21	21	14	14	7	52.0	20
8429	11	11	9	9	2	52.0	20
8430	14	14	13	13	1	49.0	20
8431	9	9	8	8	1	43.0	20
8432	18	18	14	14	4	47.0	20
8433	15	15	10	10	5	43.0	20
8434	27	27	18	18	9	43.0	20
8435	10	10	9	9	1	47.0	20
8436	13	13	13	13	0	47.0	20
8437	6	6	5	5	1	40.0	20
8438	15	15	9	9	6	43.0	20
8439	21	21	18	18	3	47.0	20
8440	14	14	10	10	4	51.25	20
8441	22	22	16	16	6	74.75	20
8442	19	19	17	17	2	81.45	20
8443	24	24	21	21	3	80.3	20
8444	12	12	9	9	3	80.6	20
8445	9	9	8	8	1	80.3	20
8446	15	17	13	13	4	75.75	20
8447	15	15	11	11	4	81.0	20
8448	11	11	10	10	1	78.25	20
8449	10	10	8	8	2	78.2	20
8450	11	11	7	7	4	80.2	20
8451	18	18	14	14	4	81.0	20
8452	10	10	9	9	1	81.0	20
8453	11	11	11	11	0	79.85714285714286	7
8454	9	9	7	7	2	78.65	20
8455	12	12	12	12	0	66.5	20
8456	11	11	9	9	2	44.1	20
8457	13	13	9	9	4	50.0	20
8458	14	14	9	9	5	39.25	20
8459	12	12	10	10	2	51.25	20
8460	18	18	14	14	4	51.75	20
8461	15	15	12	12	3	51.1	20
8462	14	14	10	10	4	51.31578947368421	19
8463	13	31	11	29	2	28.7	20
8464	16	16	14	14	2	93.55	20
8465	10	10	8	8	2	39.857142857142854	7
8466	17	19	11	11	8	33.9	20
8467	12	12	10	10	2	80.58333333333333	12
8468	11	11	7	7	4	41.75	20
8469	18	18	13	13	5	60.1	20
8470	19	19	14	14	5	54.35	20
8471	11	11	10	10	1	53.0	6
8472	15	16	7	7	9	38.2	20
8473	12	12	7	7	5	40.0	20
8474	14	14	10	10	4	50.2	20
8475	18	18	13	13	5	52.85	20
8476	21	21	17	17	4	69.15	20
8477	10	10	9	9	1	96.5	20
8478	13	13	12	12	1	97.0	20
8479	14	14	10	10	4	97.0	20
8480	17	17	10	10	7	92.15	20
8481	16	16	12	12	4	97.0	20
8482	12	12	10	10	2	95.55	20
8483	13	13	9	9	4	74.5	20
8484	14	14	9	9	5	41.7	20
8485	9	9	7	7	2	29.35	20
8486	10	10	6	6	4	29.55	20
8487	12	12	7	7	5	34.0	20
8488	21	21	15	15	6	30.4	20
8489	14	14	7	7	7	34.0	9
8490	10	10	8	8	2	39.4	20
8491	15	15	12	12	3	61.25	20
8492	22	22	18	18	4	73.45	20
8493	11	11	8	8	3	88.95	20
8494	15	15	13	13	2	96.2	20
8495	15	15	13	13	2	94.45	20
8496	15	15	12	12	3	95.4	20
8497	13	13	12	12	1	93.35	20
8498	17	17	13	13	4	86.15	20
8499	11	11	9	9	2	97.0	20
8500	8	8	8	8	0	97.0	20
8501	18	18	16	16	2	96.2	20
8502	26	26	20	20	6	95.8	20
8503	10	10	8	8	2	95.6	20
8504	16	16	15	15	1	90.75	20
8505	12	12	8	8	4	87.0	20
8506	11	11	8	8	3	52.05882352941177	17
8507	17	17	11	11	6	41.9	20
8508	24	24	16	16	8	43.0	3
8509	15	15	10	10	5	37.0	20
8510	13	13	10	10	3	62.15	20
8511	17	18	13	14	4	77.4	20
8512	9	9	8	8	1	80.2	20
8513	14	14	12	12	2	80.65	20
8514	14	14	10	10	4	80.6	20
8515	11	11	6	6	5	74.85	20
8516	8	8	7	7	1	81.0	20
8517	7	7	6	6	1	76.95	20
8518	16	16	14	14	2	81.0	20
8519	10	10	8	8	2	80.65	20
8520	16	16	14	14	2	79.3	20
8521	12	12	11	11	1	57.7	20
8522	10	10	9	9	1	57.0	20
8523	13	13	11	11	2	60.6	20
8524	9	9	7	7	2	60.75	20
8525	14	14	9	9	5	60.6	20
8526	24	25	16	17	8	57.7	20
8527	22	22	18	18	4	57.5	20
8528	9	9	7	7	2	53.8	5
8529	9	9	9	9	0	54.85	20
8530	16	16	14	14	2	55.2	20
8531	13	13	11	11	2	55.6	20
8532	11	11	8	8	3	69.85	20
8533	15	15	11	11	4	96.25	20
8534	15	15	13	13	2	96.6	20
8535	13	13	11	11	2	96.6	20
8536	17	17	14	14	3	96.6	20
8537	14	14	12	12	2	96.1	20
8538	14	14	12	12	2	94.75	20
8539	19	19	12	12	7	83.2	20
8540	12	12	6	6	6	52.5	20
8541	10	10	9	9	1	35.46666666666667	15
8542	19	19	13	13	6	27.25	20
8543	20	20	15	15	5	75.64285714285714	14
8544	20	21	16	17	4	30.2	20
8545	11	11	9	9	2	39.25	16
8546	11	11	8	8	3	40.95	20
8547	13	13	10	10	3	47.8	20
8548	12	12	9	9	3	47.9	20
8549	12	12	8	8	4	46.6	20
8550	10	10	7	7	3	51.95	20
8551	28	30	14	14	16	57.45	20
8552	16	16	14	14	2	66.4	20
8553	18	18	15	15	3	80.8	20
8554	18	18	17	17	1	93.35	20
8555	16	16	13	13	3	96.25	20
8556	15	16	13	13	3	97.0	20
8557	16	16	15	15	1	95.85	20
8558	13	13	8	8	5	96.25	20
8559	16	16	12	12	4	94.1	20
8560	10	10	9	9	1	97.0	20
8561	8	8	6	6	2	96.65	20
8562	16	16	14	14	2	96.6	20
8563	15	15	13	13	2	96.65	20
8564	17	17	14	14	3	97.0	20
8565	10	10	8	8	2	96.6	20
8566	14	14	12	12	2	96.25	20
8567	21	21	17	17	4	97.0	20
8568	17	17	12	12	5	92.15	20
8569	11	11	8	8	3	92.15	20
8570	16	16	14	14	2	95.9	20
8571	15	15	11	11	4	92.15	20
8572	17	17	16	16	1	96.6	20
8573	12	12	10	10	2	96.65	20
8574	18	18	15	15	3	95.9	20
8575	17	17	14	14	3	96.2	20
8576	16	16	12	12	4	96.6	20
8577	13	13	13	13	0	97.0	20
8578	16	16	13	13	3	96.3	20
8579	20	20	13	13	7	91.75	20
8580	20	21	16	17	4	74.55	20
8581	8	8	5	5	3	52.45	20
8582	8	8	8	8	0	58.0	19
8583	10	10	9	9	1	49.8	20
8584	15	15	12	12	3	83.5	20
8585	11	11	11	11	0	88.2	20
8586	16	16	12	12	4	86.4	20
8587	11	11	9	9	2	88.1	20
8588	20	20	15	15	5	89.0	20
8589	13	13	11	11	2	88.25	20
8590	11	11	10	10	1	72.6	20
8591	14	14	9	9	5	47.75	20
8592	14	14	13	13	1	44.35	20
8593	16	16	9	9	7	39.214285714285715	14
8594	14	14	10	10	4	32.0	20
8595	13	13	9	9	4	31.0	20
8596	11	11	8	8	3	48.6	20
8597	12	13	9	10	3	69.05	20
8598	13	13	10	10	3	93.1	20
8599	9	9	8	8	1	97.0	20
8600	9	9	8	8	1	96.25	20
8601	22	22	20	20	2	86.9	20
8602	12	12	10	10	2	96.6	20
8603	11	12	8	9	3	97.0	20
8604	19	19	13	13	6	84.75	20
8605	12	12	9	9	3	59.0	20
8606	19	19	15	15	4	49.2	20
8607	10	10	9	9	1	23.285714285714285	14
8608	14	14	11	11	3	39.2	20
8609	12	12	10	10	2	69.7	20
8610	17	17	14	14	3	104.6	20
8611	18	18	15	15	3	103.4	20
8612	8	8	8	8	0	103.7	20
8613	13	13	11	11	2	105.0	20
8614	14	14	13	13	1	88.9	20
8615	20	20	16	16	4	47.6	20
8616	14	14	11	11	3	31.5	10
8617	12	12	9	9	3	39.05	20
8618	16	16	12	12	4	50.0	20
8619	18	18	12	12	6	78.35	20
8620	15	15	10	10	5	89.0	20
8621	34	34	25	25	9	87.45	20
8622	8	8	7	7	1	86.25	20
8623	5	5	5	5	0	89.0	20
8624	15	15	12	12	3	88.65	20
8625	15	15	12	12	3	89.0	20
8626	9	9	8	8	1	89.0	20
8627	18	18	15	15	3	89.0	20
8628	11	11	10	10	1	77.75	20
8629	11	11	11	11	0	48.95	20
8630	17	17	13	13	4	34.25	20
8631	11	11	9	9	2	32.6	20
8632	15	16	13	14	2	34.45454545454545	11
8633	11	11	7	7	4	17.95	20
8634	15	15	12	12	3	97.0	20
8635	9	9	7	7	2	96.6	20
8636	13	13	11	11	2	96.65	20
8637	7	7	5	5	2	76.35	20
8638	10	10	8	8	2	32.0	20
8639	10	10	8	8	2	33.0	20
8640	18	18	12	12	6	30.95	20
8641	14	14	7	7	7	30.166666666666668	18
8642	14	14	12	12	2	52.0	20
8643	13	13	10	10	3	52.0	20
8644	12	12	11	11	1	52.1	20
8645	9	12	7	10	2	50.25	20
8646	13	14	10	11	3	48.0	20
8647	6	6	4	4	2	49.25	20
8648	13	13	13	13	0	86.15	20
8649	11	11	8	8	3	80.0	20
8650	17	17	14	14	3	96.6	20
8651	18	18	17	17	1	82.05	20
8652	15	15	14	14	1	97.0	20
8653	18	18	16	16	2	90.6	20
8654	12	12	11	11	1	46.73684210526316	19
8655	14	14	9	9	5	42.0	20
8656	18	18	12	12	6	55.95	20
8657	21	21	14	14	7	79.05	20
8658	13	13	7	7	6	78.5	20
8659	15	15	11	11	4	80.25	20
8660	28	171	23	166	5	81.0	20
8661	15	15	12	12	3	78.25	20
8662	19	19	13	13	6	78.65	20
8663	17	17	12	12	5	72.9	20
8664	13	13	13	13	0	57.75	20
8665	20	20	15	15	5	40.5	20
8666	13	14	11	12	2	42.2	20
8667	12	12	9	9	3	40.15	20
8668	15	15	10	10	5	41.7	20
8669	18	18	10	10	8	42.0	20
8670	14	14	11	11	3	42.0	20
8671	18	18	17	17	1	41.75	20
8672	16	16	10	10	6	38.0	3
8673	10	10	9	9	1	57.95	20
8674	9	9	6	6	3	44.65	20
8675	9	9	8	8	1	57.05	20
8676	10	10	10	10	0	72.9	20
8677	20	20	19	19	1	82.0	20
8678	12	12	10	10	2	82.0	20
8679	15	15	11	11	4	82.0	20
8680	14	14	9	9	5	82.0	20
8681	9	9	7	7	2	81.65	20
8682	16	16	13	13	3	81.6	20
8683	11	11	7	7	4	82.0	20
8684	12	12	9	9	3	81.6	20
8685	10	10	8	8	2	82.0	20
8686	17	17	13	13	4	80.55	20
8687	21	21	19	19	2	64.4	20
8688	17	17	13	13	4	47.05	20
8689	17	17	12	12	5	44.0	20
8690	16	16	13	13	3	40.0	20
8691	16	16	14	14	2	38.3	20
8692	11	11	7	7	4	24.666666666666668	18
8693	15	15	11	11	4	65.6	20
8694	12	12	10	10	2	66.15	20
8695	13	13	8	8	5	79.1	20
8696	11	11	10	10	1	89.0	20
8697	13	13	10	10	3	89.0	20
8698	22	22	15	15	7	89.0	20
8699	8	8	4	4	4	88.6	20
8700	17	17	16	16	1	89.05	20
8701	17	17	15	15	2	88.6	20
8702	20	20	18	18	2	88.6	20
8703	15	15	12	12	3	89.0	20
8704	6	6	5	5	1	88.65	20
8705	20	20	18	18	2	88.25	20
8706	18	18	14	14	4	70.15	20
8707	12	12	11	11	1	53.8	20
8708	16	16	14	14	2	51.5	20
8709	14	14	10	10	4	50.0	20
8710	7	7	5	5	2	45.0	20
8711	10	10	9	9	1	36.833333333333336	12
8712	6	6	4	4	2	21.7	20
8713	8	8	5	5	3	26.75	20
8714	19	19	15	15	4	38.75	20
8715	17	17	15	15	2	42.5	20
8716	15	15	11	11	4	50.0	20
8717	18	18	17	17	1	51.25	20
8718	13	13	12	12	1	60.5	20
8719	9	9	5	5	4	81.0	20
8720	11	11	10	10	1	89.35	20
8721	17	17	15	15	2	96.6	20
8722	12	12	10	10	2	97.0	20
8723	11	11	9	9	2	97.0	20
8724	20	20	16	16	4	90.85	20
8725	12	12	9	9	3	96.6	20
8726	14	14	11	11	3	97.0	20
8727	12	12	11	11	1	96.6	20
8728	12	13	11	12	1	85.2	20
8729	12	12	8	8	4	62.35	20
8730	12	12	6	6	6	51.6	20
8731	8	8	7	7	1	38.2	20
8732	12	12	9	9	3	30.0	5
8733	15	15	11	11	4	37.0	20
8734	15	15	12	12	3	36.4	20
8735	17	17	12	12	5	43.75	20
8736	17	25	16	24	1	49.6	20
8737	7	7	4	4	3	47.75	20
8738	9	9	5	5	4	52.65	20
8739	13	13	10	10	3	50.0	20
8740	17	17	14	14	3	73.25	20
8741	15	15	9	9	6	76.95	20
8742	19	20	16	17	3	80.6	20
8743	7	7	7	7	0	80.2	20
8744	25	25	19	19	6	81.0	20
8745	12	12	7	7	5	79.8	20
8746	14	14	13	13	1	81.0	20
8747	15	15	12	12	3	80.6	20
8748	13	13	8	8	5	81.0	20
8749	11	11	9	9	2	80.6	20
8750	14	14	14	14	0	81.0	20
8751	16	16	13	13	3	81.0	20
8752	13	13	10	10	3	81.0	20
8753	13	13	10	10	3	81.0	20
8754	12	12	11	11	1	80.25	20
8755	14	14	11	11	3	80.6	20
8756	9	9	7	7	2	74.75	20
8757	16	16	10	10	6	42.45	20
8758	21	21	15	15	6	42.0	20
8759	10	10	6	6	4	33.0	6
8760	13	13	7	7	6	49.0	20
8761	15	17	9	11	6	53.0	20
8762	12	12	7	7	5	53.2	20
8763	16	16	13	13	3	52.2	20
8764	12	12	9	9	3	45.2	20
8765	12	12	10	10	2	52.85	20
8766	17	17	13	13	4	52.0	20
8767	12	12	9	9	3	52.65	20
8768	16	16	14	14	2	54.9	20
8769	23	23	21	21	2	69.5	20
8770	12	12	8	8	4	82.2	20
8771	14	15	10	11	4	88.6	20
8772	14	14	12	12	2	88.6	20
8773	13	13	10	10	3	85.35	20
8774	13	13	12	12	1	89.0	20
8775	19	19	17	17	2	89.0	20
8776	13	13	12	12	1	88.2	20
8777	13	13	10	10	3	87.35	20
8778	14	14	11	11	3	88.6	20
8779	11	11	7	7	4	87.95	20
8780	16	16	12	12	4	88.6	20
8781	8	8	5	5	3	89.0	20
8782	10	10	9	9	1	87.85	20
8783	13	13	10	10	3	88.2	20
8784	22	22	17	17	5	88.6	20
8785	8	8	8	8	0	88.6	20
8786	12	12	8	8	4	88.6	20
8787	17	41	17	41	0	89.0	20
8788	13	13	10	10	3	88.35	20
8789	15	15	11	11	4	89.0	20
8790	12	12	12	12	0	84.15	20
8791	16	16	12	12	4	83.8	20
8792	18	18	15	15	3	89.0	20
8793	12	12	10	10	2	89.0	20
8794	10	10	7	7	3	88.6	20
8795	11	11	11	11	0	89.0	20
8796	8	8	6	6	2	88.6	20
8797	15	15	12	12	3	89.0	20
8798	16	16	14	14	2	88.65	20
8799	10	10	9	9	1	87.4	20
8800	288	290	1	1	289	84.8	20
8801	16	16	13	13	3	82.95	20
8802	12	12	11	11	1	82.4	20
8803	18	20	15	16	4	83.2	20
8804	16	17	14	15	2	73.15	20
8805	13	13	12	12	1	73.2	20
8806	16	16	14	14	2	65.65	20
8807	11	11	10	10	1	64.0	20
8808	15	15	9	9	6	54.25	20
8809	18	18	11	11	7	54.6	20
8810	17	17	15	15	2	41.85	20
8811	5	5	4	4	1	40.4	20
8812	18	18	9	9	9	43.4	20
8813	18	18	13	13	5	43.25	20
8814	15	15	14	14	1	37.0	20
8815	14	14	11	11	3	49.1	20
8816	26	26	21	21	5	87.45	20
8817	13	13	10	10	3	97.0	20
8818	19	19	16	16	3	96.65	20
8819	24	24	21	21	3	61.15	20
8820	12	12	9	9	3	31.75	4
8821	13	13	9	9	4	75.35	20
8822	15	15	12	12	3	88.2	20
8823	28	28	23	23	5	88.6	20
8824	20	20	17	17	3	56.9375	16
8825	10	10	6	6	4	51.65	20
8826	7	7	6	6	1	51.45	20
8827	8	8	7	7	1	49.2	20
8828	11	11	8	8	3	51.5	20
8829	11	11	9	9	2	51.2	20
8830	10	10	9	9	1	51.9	20
8831	21	21	18	18	3	51.15	20
8832	10	10	8	8	2	51.0	20
8833	12	12	10	10	2	51.65	20
8834	16	16	15	15	1	50.7	20
8835	11	11	9	9	2	51.0	20
8836	17	17	12	12	5	51.6	20
8837	15	16	12	13	3	51.2	20
8838	14	14	13	13	1	51.25	20
8839	17	17	12	12	5	49.0	20
8840	21	21	14	14	7	51.65	20
8841	14	14	10	10	4	51.9	20
8842	12	12	9	9	3	49.3	20
8843	16	16	11	11	5	53.15	20
8844	11	11	6	6	5	56.75	20
8845	12	12	10	10	2	60.9	20
8846	17	17	14	14	3	67.25	20
8847	12	12	11	11	1	85.75	20
8848	17	17	15	15	2	86.15	20
8849	22	22	11	11	11	89.5	20
8850	18	18	15	15	3	95.6	20
8851	15	15	9	9	6	96.25	20
8852	15	15	15	15	0	93.15	20
8853	13	13	12	12	1	97.0	20
8854	13	13	7	7	6	89.4	20
8855	17	17	15	15	2	95.5	20
8856	16	16	15	15	1	96.2	20
8857	16	16	13	13	3	95.4	20
8858	13	13	10	10	3	93.65	20
8859	17	17	15	15	2	94.35	20
8860	18	18	15	15	3	93.1	20
8861	17	17	11	11	6	94.7	20
8862	11	11	8	8	3	96.6	20
8863	11	11	9	9	2	96.2	20
8864	19	19	15	15	4	94.0	20
8865	8	8	7	7	1	89.9	20
8866	7	7	7	7	0	93.1	20
8867	20	20	16	16	4	95.95	20
8868	14	14	10	10	4	94.0	20
8869	14	15	8	9	6	96.75	20
8870	15	15	15	15	0	95.2	20
8871	21	21	15	15	6	93.15	20
8872	22	22	15	15	7	96.1	20
8873	13	13	11	11	2	95.8	20
8874	17	17	14	14	3	95.45	20
8875	8	8	7	7	1	96.25	20
8876	20	20	13	13	7	96.35	20
8877	17	18	17	18	0	96.35	20
8878	15	15	12	12	3	95.8	20
8879	12	12	10	10	2	96.6	20
8880	8	8	6	6	2	95.95	20
8881	26	26	17	17	9	96.6	20
8882	13	13	10	10	3	96.6	20
8883	8	8	8	8	0	95.75	20
8884	16	16	14	14	2	96.6	20
8885	15	15	11	11	4	96.5	20
8886	16	18	11	13	5	96.6	20
8887	10	10	8	8	2	96.4	20
8888	16	16	15	15	1	96.65	20
8889	11	11	8	8	3	96.6	20
8890	12	12	10	10	2	96.6	20
8891	18	18	16	16	2	94.65	20
8892	14	14	10	10	4	94.25	20
8893	16	16	14	14	2	96.65	20
8894	8	8	7	7	1	96.6	20
8895	19	19	17	17	2	93.5	20
8896	10	10	8	8	2	93.75	20
8897	10	10	9	9	1	96.75	20
8898	17	17	14	14	3	87.9	20
8899	18	46	17	45	1	96.6	20
8900	10	10	9	9	1	95.85	20
8901	12	13	11	11	2	96.2	20
