Datsetid	Players_total	No.ofalignments	Players_active	Usable_alignments	Empty_alignments	Maxscoreperread	Readnumber
7445	15	15	14	14	1	73.0	20
7446	13	13	12	12	1	72.6	20
7447	23	23	19	19	4	72.6	20
7448	14	14	13	13	1	72.6	20
7449	13	13	12	12	1	72.6	20
7450	13	13	10	10	3	73.0	20
7451	18	18	13	13	5	73.0	20
7452	19	19	16	16	3	73.0	20
7453	13	13	10	10	3	67.05	20
7454	23	23	22	22	1	56.25	20
7455	13	14	12	13	1	40.9	20
7456	17	17	11	11	6	48.4	20
7457	16	16	15	15	1	48.1	20
7458	13	13	12	12	1	51.4	20
7459	19	19	13	13	6	50.95	20
7460	14	14	12	12	2	50.2	20
7461	14	14	12	12	2	49.2	20
7462	10	10	7	7	3	37.15	20
7463	14	14	11	11	3	41.9	20
7464	11	11	11	11	0	44.1	20
7465	11	11	10	10	1	52.55	20
7466	10	10	9	9	1	56.6	20
7467	17	17	14	14	3	52.55	20
7468	16	16	12	12	4	53.0	20
7469	12	12	7	7	5	54.0	20
7470	15	16	12	13	3	57.0	20
7471	10	10	8	8	2	51.2	20
7472	19	19	16	16	3	56.8	20
7473	10	10	8	8	2	43.6	10
7474	14	14	12	12	2	50.55	20
7475	17	17	14	14	3	84.7	20
7476	13	13	10	10	3	97.0	20
7477	12	12	10	10	2	96.6	20
7478	14	15	11	12	3	86.4	20
7479	11	11	9	9	2	96.3	20
7480	13	13	10	10	3	97.0	20
7481	14	14	9	9	5	87.3	20
7482	17	17	15	15	2	95.8	20
7483	11	11	9	9	2	97.0	20
7484	22	22	12	12	10	85.75	20
7485	16	16	12	12	4	62.35	20
7486	19	19	16	16	3	48.5	20
7487	8	8	8	8	0	52.5	20
7488	22	24	15	15	9	42.6875	16
7489	20	20	14	14	6	46.1	20
7490	10	10	7	7	3	77.0	20
7491	18	18	14	14	4	89.0	20
7492	15	15	14	14	1	88.6	20
7493	16	16	14	14	2	89.0	20
7494	13	13	10	10	3	88.2	20
7495	20	20	17	17	3	88.6	20
7496	9	9	8	8	1	88.2	20
7497	16	16	13	13	3	57.5	4
7498	11	11	6	6	5	50.3	20
7499	9	11	8	10	1	77.3	20
7500	5	5	5	5	0	82.7	20
7501	15	16	13	13	3	58.0	20
7502	14	14	10	10	4	42.214285714285715	14
7503	23	23	18	18	5	30.5	20
7504	16	16	12	12	4	96.42857142857143	14
7505	15	15	10	10	5	45.9	20
7506	13	13	10	10	3	92.25	20
7507	12	12	9	9	3	97.0	20
7508	15	15	9	9	6	96.6	20
7509	15	15	10	10	5	57.94117647058823	17
7510	15	15	10	10	5	43.7	20
7511	8	8	6	6	2	40.85	20
7512	15	15	11	11	4	70.05	20
7513	13	13	10	10	3	97.0	20
7514	13	13	13	13	0	96.2	20
7515	17	17	14	14	3	90.95	20
7516	13	13	11	11	2	93.85	20
7517	11	11	8	8	3	94.65	20
7518	10	10	9	9	1	93.6	20
7519	17	17	17	17	0	97.0	20
7520	16	16	13	13	3	96.6	20
7521	15	15	14	14	1	81.0	20
7522	14	14	11	11	3	53.1	20
7523	19	19	13	13	6	47.4	20
7524	18	20	16	18	2	47.8	20
7525	16	16	10	10	6	49.0	5
7526	13	13	9	9	4	53.65	20
7527	8	8	7	7	1	75.25	20
7528	12	12	12	12	0	95.0	20
7529	10	12	9	11	1	42.1	20
7530	22	22	18	18	4	42.0	4
7531	10	10	7	7	3	75.55	20
7532	16	16	13	13	3	97.0	20
7533	19	19	15	15	4	96.6	20
7534	21	21	16	16	5	54.65	20
7535	15	15	11	11	4	40.0	3
7536	19	20	13	14	6	50.1	20
7537	12	12	10	10	2	84.45	20
7538	17	17	12	12	5	83.6	20
7539	13	13	11	11	2	84.0	20
7540	14	14	10	10	4	82.85	20
7541	14	14	11	11	3	84.2	20
7542	14	14	12	12	2	84.15	20
7543	14	14	11	11	3	84.15	20
7544	14	16	12	14	2	83.65	20
7545	14	14	12	12	2	84.0	20
7546	17	17	14	14	3	84.0	20
7547	18	19	17	18	1	84.0	20
7548	11	11	9	9	2	83.0	20
7549	11	11	8	8	3	83.0	20
7550	7	7	7	7	0	84.0	20
7551	14	14	11	11	3	84.0	20
7552	16	16	10	10	6	64.65	20
7553	16	16	14	14	2	71.75	20
7554	10	10	8	8	2	64.0	20
7555	17	17	11	11	6	71.75	20
7556	17	17	13	13	4	72.0	2
7557	18	18	12	12	6	63.05	20
7558	10	10	10	10	0	74.65	20
7559	8	8	8	8	0	64.65	20
7560	11	12	8	9	3	33.5	14
7561	18	18	12	12	6	21.8	20
7562	12	12	8	8	4	81.8	20
7563	10	10	8	8	2	70.16666666666667	6
7564	17	17	14	14	3	73.25	20
7565	8	8	6	6	2	71.92857142857143	14
7566	28	28	17	17	11	44.15	20
7567	12	12	10	10	2	83.1	20
7568	11	11	9	9	2	49.142857142857146	14
7569	22	22	17	17	5	42.75	20
7570	13	13	7	7	6	38.45	20
7571	12	12	7	7	5	46.5	20
7572	12	12	10	10	2	50.85	20
7573	13	13	10	10	3	61.85	20
7574	16	16	12	12	4	62.4	20
7575	12	12	8	8	4	70.1	20
7576	14	14	12	12	2	70.9	20
7577	8	8	2	2	6	77.0	20
7578	22	22	13	13	9	83.2	20
7579	10	10	9	9	1	85.85	20
7580	21	21	18	18	3	87.95	20
7581	17	19	13	13	6	91.6	20
7582	9	9	8	8	1	91.6	20
7583	10	10	9	9	1	92.05	20
7584	20	20	17	17	3	93.4	20
7585	16	16	14	14	2	93.4	20
7586	216	217	141	142	75	95.8	20
7587	10	10	8	8	2	97.0	20
7588	15	15	12	12	3	96.2	20
7589	6	6	6	6	0	96.6	20
7590	24	24	19	19	5	95.0	20
7591	18	18	14	14	4	94.55	20
7592	15	15	10	10	5	96.2	20
7593	14	14	10	10	4	96.2	20
7594	20	20	16	16	4	96.6	20
7595	11	11	9	9	2	96.65	20
7596	18	18	14	14	4	97.0	20
7597	17	17	15	15	2	96.2	20
7598	23	23	21	21	2	96.6	20
7599	9	9	6	6	3	97.0	20
7600	10	10	10	10	0	97.0	20
7601	14	14	10	10	4	97.0	20
7602	17	17	13	13	4	96.6	20
7603	12	12	12	12	0	80.1	20
7604	15	15	15	15	0	97.0	20
7605	14	14	13	13	1	96.6	20
7606	14	14	11	11	3	95.8	20
7607	13	13	9	9	4	96.6	20
7608	8	8	7	7	1	97.0	20
7609	11	11	10	10	1	96.2	20
7610	11	11	10	10	1	82.05	20
7611	15	15	14	14	1	95.95	20
7612	11	11	7	7	4	43.8235294117647	17
7613	15	15	14	14	1	63.0	20
7614	15	15	10	10	5	97.0	20
7615	15	15	11	11	4	96.2	20
7616	9	9	7	7	2	97.0	20
7617	6	6	5	5	1	76.65	20
7618	12	12	10	10	2	42.5	20
7619	17	18	13	14	4	40.5	2
7620	12	12	9	9	3	45.0	20
7621	21	21	17	17	4	48.95	20
7622	15	15	12	12	3	40.9	20
7623	13	13	10	10	3	48.5	20
7624	13	13	12	12	1	52.833333333333336	6
7625	13	13	9	9	4	48.0	20
7626	15	15	12	12	3	48.05	20
7627	17	17	11	11	6	47.65	20
7628	15	15	10	10	5	48.5	20
7629	13	13	7	7	6	57.25	20
7630	15	15	9	9	6	56.35	20
7631	7	7	6	6	1	55.55	20
7632	19	19	15	15	4	54.9	20
7633	18	18	14	14	4	63.5	20
7634	13	14	11	12	2	78.65	20
7635	13	13	10	10	3	79.4	20
7636	11	11	9	9	2	77.05	20
7637	14	14	12	12	2	82.6	20
7638	16	16	12	12	4	80.65	20
7639	17	17	13	13	4	82.25	20
7640	22	22	18	18	4	81.45	20
7641	15	15	14	14	1	81.45	20
7642	17	17	14	14	3	83.75	20
7643	9	9	6	6	3	83.0	20
7644	23	23	17	17	6	82.2	20
7645	15	15	11	11	4	80.15	20
7646	15	15	12	12	3	83.4	20
7647	14	14	10	10	4	80.95	20
7648	14	14	11	11	3	81.8	20
7649	17	17	14	14	3	83.4	20
7650	26	26	22	22	4	83.4	20
7651	13	13	12	12	1	79.85	20
7652	6	6	6	6	0	82.35	20
7653	11	11	7	7	4	84.2	20
7654	14	14	12	12	2	80.05	20
7655	16	16	12	12	4	82.6	20
7656	9	9	8	8	1	82.25	20
7657	8	8	7	7	1	81.0	20
7658	14	14	12	12	2	81.05	20
7659	18	18	15	15	3	82.45	20
7660	20	20	14	14	6	83.4	20
7661	13	13	11	11	2	83.4	20
7662	16	16	13	13	3	82.6	20
7663	12	12	10	10	2	82.2	20
7664	21	21	16	16	5	83.8	20
7665	13	13	10	10	3	76.45	20
7666	13	13	11	11	2	62.7	20
7667	15	15	10	10	5	43.25	20
7668	19	19	10	10	9	39.15	20
7669	11	11	8	8	3	39.25	20
7670	19	19	14	14	5	36.65	20
7671	14	14	12	12	2	40.6	20
7672	8	8	5	5	3	28.15	20
7673	57	59	29	31	28	37.65	20
7674	15	15	12	12	3	38.85	20
7675	20	20	12	12	8	39.0	20
7676	16	16	11	11	5	38.61538461538461	13
7677	15	15	12	12	3	55.75	20
7678	13	13	11	11	2	81.0	3
7679	30	30	26	26	4	12.6	15
7680	24	24	15	15	9	48.1	20
7681	11	11	10	10	1	58.5	20
7682	15	15	11	11	4	52.45	20
7683	13	13	8	8	5	35.25	12
7684	12	12	9	9	3	48.0	20
7685	12	12	11	11	1	75.65	20
7686	18	18	18	18	0	91.5	20
7687	17	17	15	15	2	96.25	20
7688	19	19	16	16	3	96.2	20
7689	8	8	8	8	0	97.0	20
7690	14	15	10	10	5	96.6	20
7691	12	12	10	10	2	96.6	20
7692	19	20	14	15	5	97.0	20
7693	19	19	12	12	7	97.0	20
7694	11	12	8	9	3	97.0	20
7695	17	17	16	16	1	96.2	20
7696	16	17	14	14	3	96.6	20
7697	12	12	10	10	2	96.6	20
7698	15	15	13	13	2	97.0	20
7699	10	10	8	8	2	96.6	20
7700	18	18	17	17	1	96.2	20
7701	16	16	15	15	1	91.75	20
7702	15	15	13	13	2	82.1	20
7703	8	8	7	7	1	51.85	20
7704	12	12	10	10	2	37.75	20
7705	14	14	12	12	2	32.0	8
7706	12	12	11	11	1	42.85	20
7707	16	16	14	14	2	18.1875	16
7708	10	10	5	5	5	50.15	20
7709	13	13	8	8	5	81.55	20
7710	13	13	10	10	3	89.0	20
7711	17	17	13	13	4	79.7	20
7712	13	15	8	8	7	88.2	20
7713	15	15	14	14	1	53.2	5
7714	10	10	9	9	1	6.15	20
7715	15	15	13	13	2	96.6	20
7716	8	8	7	7	1	92.15	20
7717	15	15	14	14	1	97.0	20
7718	16	16	15	15	1	82.25	20
7719	12	12	9	9	3	80.85	20
7720	14	14	12	12	2	69.25	20
7721	16	16	15	15	1	55.05	20
7722	15	15	13	13	2	52.35	20
7723	11	11	7	7	4	52.2	20
7724	10	10	8	8	2	51.7	20
7725	19	19	14	14	5	48.42857142857143	7
7726	11	11	8	8	3	54.4	20
7727	22	22	20	20	2	52.4	20
7728	16	16	14	14	2	29.666666666666668	12
7729	12	12	11	11	1	50.0	20
7730	9	9	6	6	3	46.6	20
7731	10	10	8	8	2	50.2	20
7732	19	19	13	13	6	50.0	20
7733	10	10	7	7	3	35.0	20
7734	6	6	4	4	2	45.2	20
7735	11	11	10	10	1	49.95	20
7736	18	18	14	14	4	50.0	20
7737	11	11	8	8	3	50.0	20
7738	11	11	9	9	2	50.05	20
7739	22	22	18	18	4	61.6	20
7740	17	17	14	14	3	63.6	20
7741	17	17	12	12	5	56.55	20
7742	15	15	12	12	3	50.0	20
7743	13	13	11	11	2	45.0	20
7744	19	19	14	14	5	49.75	20
7745	12	12	9	9	3	58.4	20
7746	12	12	9	9	3	71.6	20
7747	16	16	14	14	2	68.05	20
7748	20	20	15	15	5	52.4	20
7749	18	20	13	13	7	45.0	20
7750	9	9	9	9	0	49.8	20
7751	8	8	7	7	1	50.0	20
7752	13	13	10	10	3	45.0	20
7753	13	13	11	11	2	60.55	20
7754	15	15	11	11	4	61.2	20
7755	13	13	12	12	1	73.6	20
7756	13	14	11	12	2	72.6	20
7757	10	10	8	8	2	72.2	20
7758	16	16	14	14	2	74.0	20
7759	13	13	11	11	2	73.6	20
7760	18	18	14	14	4	74.0	20
7761	11	11	9	9	2	71.1	20
7762	13	13	10	10	3	73.65	20
7763	16	16	10	10	6	70.3	20
7764	10	10	7	7	3	73.6	20
7765	16	16	14	14	2	74.0	20
7766	19	19	12	12	7	72.55	20
7767	14	15	8	9	6	74.0	20
7768	14	14	11	11	3	74.0	20
7769	10	10	10	10	0	74.0	20
7770	13	13	7	7	6	74.0	20
7771	10	10	9	9	1	70.3	20
7772	18	18	14	14	4	74.0	20
7773	13	13	12	12	1	74.0	20
7774	10	10	8	8	2	74.0	20
7775	11	11	8	8	3	74.0	20
7776	10	10	9	9	1	74.0	20
7777	12	12	8	8	4	73.15	20
7778	14	14	10	10	4	72.55	20
7779	7	7	7	7	0	74.0	20
7780	20	20	14	14	6	74.0	20
7781	25	26	16	17	9	74.0	20
7782	15	15	12	12	3	74.0	20
7783	19	22	15	16	6	73.6	20
7784	14	14	7	7	7	74.0	20
7785	12	12	8	8	4	74.0	20
7786	11	11	11	11	0	74.0	20
7787	12	12	9	9	3	74.0	20
7788	17	17	13	13	4	74.0	20
7789	11	11	9	9	2	73.6	20
7790	15	15	12	12	3	74.0	20
7791	20	20	16	16	4	74.0	20
7792	19	19	17	17	2	74.4	20
7793	15	15	14	14	1	47.642857142857146	14
7794	14	14	11	11	3	76.95	20
7795	10	10	9	9	1	84.3	20
7796	11	11	10	10	1	90.65	20
7797	19	19	14	14	5	49.666666666666664	3
7798	10	10	7	7	3	47.9	20
7799	22	22	14	14	8	66.5	20
7800	14	15	8	8	7	81.75	20
7801	15	15	12	12	3	92.75	20
7802	16	16	13	13	3	96.6	20
7803	13	13	10	10	3	95.8	20
7804	10	10	8	8	2	91.35	20
7805	15	15	12	12	3	96.6	20
7806	13	13	12	12	1	92.15	20
7807	13	13	11	11	2	84.3	20
7808	9	9	9	9	0	65.6	20
7809	15	15	14	14	1	56.4	20
7810	18	18	15	15	3	38.916666666666664	12
7811	8	8	7	7	1	43.8	20
7812	14	14	12	12	2	99.95	20
7813	18	18	14	14	4	100.0	20
7814	12	12	10	10	2	99.2	20
7815	9	9	7	7	2	99.8	20
7816	15	15	13	13	2	99.9	20
7817	15	15	13	13	2	99.6	20
7818	11	11	9	9	2	100.0	20
7819	9	9	8	8	1	99.5	20
7820	7	7	7	7	0	83.33333333333333	12
7821	7	7	5	5	2	57.0	20
7822	9	9	8	8	1	42.9	20
7823	23	23	20	20	3	105.0	20
7824	14	14	11	11	3	103.0	20
7825	21	22	19	19	3	92.75	20
7826	20	38	13	31	7	33.46153846153846	13
7827	11	11	9	9	2	51.4	20
7828	16	16	14	14	2	88.75	20
7829	7	7	7	7	0	97.0	20
7830	11	11	10	10	1	91.8	20
7831	18	18	14	14	4	96.2	20
7832	22	22	19	19	3	97.0	20
7833	12	12	11	11	1	97.0	20
7834	11	11	11	11	0	83.65	20
7835	28	28	23	23	5	36.0	2
7836	13	13	11	11	2	50.85	20
7837	24	24	17	17	7	83.8	20
7838	19	20	18	19	1	89.0	20
7839	16	16	13	13	3	88.6	20
7840	19	19	17	17	2	88.6	20
7841	16	16	10	10	6	88.2	20
7842	13	13	12	12	1	88.25	20
7843	14	14	11	11	3	89.0	20
7844	15	15	13	13	2	76.3	20
7845	14	14	8	8	6	65.2	20
7846	6	6	5	5	1	65.6	20
7847	20	20	16	16	4	65.63157894736842	19
7848	18	18	16	16	2	48.0	20
7849	10	10	7	7	3	47.65	20
7850	15	15	8	8	7	85.75	20
7851	18	18	17	17	1	96.6	20
7852	10	10	9	9	1	95.05	20
7853	13	13	10	10	3	82.55	20
7854	14	14	12	12	2	29.142857142857142	7
7855	12	12	10	10	2	42.6	20
7856	7	7	5	5	2	31.15	20
7857	16	16	10	10	6	48.0	16
7858	13	13	6	6	7	32.9	20
7859	19	19	13	13	6	45.95	20
7860	8	8	5	5	3	67.85	20
7861	14	14	13	13	1	63.95	20
7862	17	17	15	15	2	80.75	20
7863	20	20	16	16	4	81.0	20
7864	15	15	11	11	4	81.0	20
7865	18	18	15	15	3	80.65	20
7866	15	15	13	13	2	81.0	20
7867	11	11	8	8	3	80.6	20
7868	13	13	9	9	4	80.5	20
7869	12	13	8	9	4	79.1	20
7870	13	14	9	10	4	80.2	20
7871	17	17	14	14	3	75.5	20
7872	10	11	8	9	2	72.15	20
7873	10	10	10	10	0	70.1	20
7874	9	9	7	7	2	60.6	20
7875	4	4	3	3	1	60.05	20
7876	13	13	10	10	3	59.8	20
7877	11	11	8	8	3	61.0	20
7878	20	20	11	11	9	59.25	20
7879	20	20	19	19	1	48.55	20
7880	13	13	12	12	1	51.333333333333336	12
7881	20	20	10	10	10	58.55	20
7882	9	9	7	7	2	80.6	20
7883	11	11	9	9	2	80.6	20
7884	8	8	7	7	1	80.65	20
7885	11	11	8	8	3	76.55	20
7886	23	23	10	10	13	57.1	20
7887	16	16	11	11	5	34.0	12
7888	15	15	10	10	5	67.85	20
7889	19	19	16	16	3	65.6	10
7890	18	18	9	9	9	56.7	20
7891	12	12	10	10	2	87.3	20
7892	15	15	11	11	4	67.5	20
7893	12	12	8	8	4	37.45	20
7894	18	19	13	14	5	43.9	20
7895	18	18	13	13	5	61.15	20
7896	14	14	10	10	4	85.75	20
7897	10	10	10	10	0	96.6	20
7898	13	13	11	11	2	96.6	20
7899	15	16	14	15	1	97.0	20
7900	14	14	9	9	5	91.75	20
7901	22	22	19	19	3	96.65	20
7902	11	11	9	9	2	88.25	20
7903	12	12	11	11	1	44.25	20
7904	17	17	10	10	7	36.6	20
7905	17	17	14	14	3	24.95	20
7906	13	13	10	10	3	33.125	8
7907	18	18	15	15	3	47.2	20
7908	15	15	13	13	2	84.55	20
7909	12	12	8	8	4	97.0	20
7910	13	13	9	9	4	97.0	20
7911	18	18	14	14	4	75.5	20
7912	18	18	15	15	3	45.0	11
7913	21	21	14	14	7	45.3	20
7914	14	14	12	12	2	44.2	20
7915	11	11	8	8	3	40.0	20
7916	10	10	6	6	4	50.0	20
7917	14	14	10	10	4	71.7	20
7918	9	9	6	6	3	79.45	20
7919	13	13	11	11	2	81.0	20
7920	16	16	13	13	3	79.45	20
7921	8	8	4	4	4	81.0	4
7922	10	10	8	8	2	9.2	20
7923	15	15	14	14	1	26.7	20
7924	17	17	14	14	3	66.35	20
7925	18	18	14	14	4	89.0	20
7926	12	12	8	8	4	75.95	20
7927	10	10	8	8	2	31.0	4
7928	7	7	7	7	0	21.65	20
7929	21	21	17	17	4	96.35	20
7930	9	9	8	8	1	96.6	20
7931	10	10	10	10	0	47.7	20
7932	12	12	12	12	0	58.2	20
7933	22	22	19	19	3	33.95	20
7934	17	17	15	15	2	62.65	20
7935	6	6	5	5	1	38.8	20
7936	12	12	10	10	2	53.35	20
7937	15	16	12	12	4	48.5	20
7938	10	10	7	7	3	52.95	20
7939	18	18	13	13	5	67.9	20
7940	12	12	12	12	0	29.1	20
7941	18	18	17	17	1	52.2	20
7942	14	14	11	11	3	57.8	20
7943	15	15	13	13	2	52.95	20
7944	13	13	9	9	4	38.8	20
7945	11	11	9	9	2	48.5	20
7946	14	14	13	13	1	33.95	20
7947	13	13	13	13	0	53.35	20
7948	21	21	17	17	4	48.5	20
7949	9	9	7	7	2	58.2	20
7950	21	21	15	15	6	51.4	20
7951	19	19	17	17	2	67.15	20
7952	9	9	8	8	1	58.2	20
7953	15	15	13	13	2	38.45	20
7954	15	15	12	12	3	43.65	20
7955	7	7	6	6	1	53.35	20
7956	9	9	8	8	1	58.2	20
7957	9	9	8	8	1	62.25	20
7958	19	19	16	16	3	43.65	20
7959	17	17	13	13	4	63.05	20
7960	18	18	16	16	2	48.5	20
7961	13	13	11	11	2	51.8	20
7962	13	13	13	13	0	38.65	20
7963	12	12	10	10	2	58.0	20
7964	16	16	15	15	1	43.25	20
7965	10	10	10	10	0	43.3	20
7966	16	16	14	14	2	48.5	20
7967	17	17	13	13	4	63.05	20
7968	6	6	3	3	3	53.35	20
7969	18	18	13	13	5	48.5	20
7970	13	13	9	9	4	58.2	20
7971	13	13	10	10	3	43.65	20
7972	14	15	11	12	3	48.5	20
7973	23	23	21	21	2	52.95	20
7974	18	18	16	16	2	43.65	20
7975	16	16	14	14	2	58.2	20
7976	9	9	6	6	3	62.25	20
7977	16	16	16	16	0	48.5	20
7978	19	19	13	13	6	96.6	20
7979	14	14	10	10	4	82.05	20
7980	9	9	8	8	1	94.95	20
7981	16	16	13	13	3	96.6	20
7982	13	13	10	10	3	96.6	20
7983	17	17	14	14	3	97.0	20
7984	13	13	12	12	1	96.6	20
7985	16	16	13	13	3	96.6	20
7986	20	20	19	19	1	97.4	20
7987	20	20	19	19	1	97.0	20
7988	25	25	22	22	3	96.6	20
7989	17	17	15	15	2	97.0	20
7990	13	13	12	12	1	97.0	20
7991	12	12	9	9	3	95.85	20
7992	16	16	11	11	5	96.2	20
7993	15	15	13	13	2	92.15	20
7994	16	16	15	15	1	97.0	20
7995	14	14	11	11	3	97.0	20
7996	22	22	19	19	3	96.2	20
7997	14	14	11	11	3	96.5	20
7998	13	13	11	11	2	96.6	20
7999	11	11	9	9	2	95.85	20
8000	16	16	13	13	3	97.0	20
8001	15	15	14	14	1	96.6	20
8002	20	20	17	17	3	97.0	20
8003	18	18	15	15	3	92.15	20
8004	16	16	13	13	3	91.75	20
8005	5	5	5	5	0	97.0	20
8006	15	15	12	12	3	96.6	20
8007	27	27	21	21	6	97.0	20
8008	7	7	7	7	0	96.6	20
8009	15	15	11	11	4	96.2	20
8010	20	20	16	16	4	95.85	20
8011	13	13	12	12	1	96.25	20
8012	23	23	20	20	3	91.35	20
8013	9	9	7	7	2	96.6	20
8014	8	8	8	8	0	96.5	20
8015	288	290	3	3	287	96.6	20
8016	11	11	9	9	2	91.55	20
8017	296	296	1	1	295	95.4	20
8018	317	318	1	1	317	97.0	20
8019	302	302	1	1	301	96.2	20
8020	19	19	15	15	4	93.35	20
8021	15	15	11	11	4	92.35	20
8022	26	30	21	25	5	88.25	20
8023	13	13	9	9	4	83.5	20
8024	21	21	18	18	3	86.2	20
8025	13	13	13	13	0	87.0	20
8026	14	14	12	12	2	87.0	20
8027	9	9	9	9	0	86.6	20
8028	16	16	14	14	2	78.6	20
8029	10	10	8	8	2	81.75	20
8030	9	9	8	8	1	73.15	20
8031	13	13	10	10	3	72.75	20
8032	19	19	12	12	7	71.65	20
8033	11	11	6	6	5	71.3	20
8034	11	11	10	10	1	71.35	20
8035	27	27	19	19	8	72.0	20
8036	12	12	9	9	3	69.75	20
8037	800	802	402	402	400	63.5	20
8038	21	21	19	19	2	61.6	20
8039	17	17	12	12	5	62.0	20
8040	15	15	11	11	4	58.0	20
8041	7	7	5	5	2	54.75	20
8042	12	13	8	8	5	45.85	20
8043	13	13	8	8	5	49.5	20
8044	9	9	8	8	1	40.95	20
8045	13	13	13	13	0	43.65	20
8046	12	13	10	11	2	39.25	20
8047	16	16	13	13	3	34.7	20
8048	10	10	8	8	2	35.0	20
8049	12	12	7	7	5	33.0	20
8050	13	13	13	13	0	28.75	20
8051	25	25	21	21	4	97.0	20
8052	12	12	11	11	1	95.45	20
8053	15	15	11	11	4	96.6	20
8054	15	15	11	11	4	91.75	20
8055	12	12	11	11	1	97.0	20
8056	13	13	10	10	3	96.25	20
8057	6	6	6	6	0	97.0	20
8058	8	8	7	7	1	96.6	20
8059	17	17	12	12	5	91.75	20
8060	18	18	14	14	4	97.0	20
8061	20	20	17	17	3	96.2	20
8062	8	8	7	7	1	91.4	20
8063	12	12	10	10	2	96.6	20
8064	17	17	15	15	2	96.2	20
8065	14	14	13	13	1	96.6	20
8066	10	10	10	10	0	91.75	20
8067	18	19	17	18	1	96.25	20
8068	15	15	13	13	2	97.0	20
8069	15	15	12	12	3	93.5	20
8070	13	13	10	10	3	86.6	20
8071	14	15	13	13	2	77.75	20
8072	12	12	11	11	1	72.0	20
8073	21	21	16	16	5	68.85	20
8074	24	24	18	18	6	61.0	20
8075	12	12	9	9	3	55.25	20
8076	17	17	14	14	3	50.1	20
8077	13	13	10	10	3	45.90909090909091	11
8078	18	18	12	12	6	25.0	20
8079	16	16	14	14	2	38.0	20
8080	11	11	9	9	2	48.75	20
8081	22	22	16	16	6	50.0	20
8082	14	14	11	11	3	50.0	20
8083	21	21	13	13	8	49.6	20
8084	10	10	6	6	4	47.05	20
8085	10	10	6	6	4	54.85	20
8086	13	13	8	8	5	55.0	20
8087	22	22	18	18	4	54.0	20
8088	16	16	9	9	7	59.75	20
8089	10	10	6	6	4	60.0	20
8090	8	8	8	8	0	61.4	20
8091	13	13	10	10	3	61.15	20
8092	16	16	9	9	7	59.4	20
8093	15	15	11	11	4	61.7	20
8094	12	12	8	8	4	60.8	20
8095	11	11	7	7	4	62.0	20
8096	21	21	15	15	6	51.65	20
8097	16	17	11	11	6	63.0	20
8098	12	12	10	10	2	72.0	20
8099	13	14	8	9	5	69.8	20
8100	5	5	3	3	2	68.1	20
8101	13	13	10	10	3	76.6	20
8102	15	15	13	13	2	78.0	20
8103	18	18	11	11	7	77.65	20
8104	13	13	11	11	2	78.0	20
8105	11	11	8	8	3	78.0	20
8106	19	20	16	17	3	56.95	20
8107	9	9	7	7	2	47.0	20
8108	16	16	11	11	5	46.1	20
8109	11	11	8	8	3	48.5	4
8110	9	9	5	5	4	26.1	20
8111	13	13	9	9	4	36.85	20
8112	11	11	9	9	2	36.0	20
8113	14	14	11	11	3	54.85	20
8114	15	16	9	10	6	57.6	20
8115	12	12	9	9	3	58.4	20
8116	14	14	11	11	3	58.0	20
8117	19	19	16	16	3	58.0	20
8118	15	15	13	13	2	59.0	20
8119	10	10	7	7	3	62.8	20
8120	16	16	14	14	2	69.0	20
8121	21	21	18	18	3	65.2	20
8122	14	14	13	13	1	57.8	20
8123	11	11	9	9	2	58.75	20
8124	7	9	5	5	4	49.9	20
8125	12	12	10	10	2	59.0	20
8126	11	11	11	11	0	49.55	20
8127	14	14	13	13	1	59.0	2
8128	10	10	7	7	3	83.95	20
8129	17	17	15	15	2	84.3	20
8130	19	19	15	15	4	53.4	20
8131	13	13	11	11	2	84.6	20
8132	14	14	11	11	3	11.3	20
8133	13	13	13	13	0	42.25	20
8134	11	11	9	9	2	42.8	20
8135	14	14	11	11	3	44.6	20
8136	6	6	6	6	0	29.8	20
8137	12	12	9	9	3	41.6	20
8138	14	14	11	11	3	49.4	20
8139	13	13	9	9	4	45.6	20
8140	17	17	11	11	6	38.0	20
8141	10	10	7	7	3	39.65	20
8142	12	12	9	9	3	29.35	20
8143	12	12	12	12	0	39.8	20
8144	9	9	6	6	3	43.4	20
8145	17	17	10	10	7	40.8	20
8146	16	16	13	13	3	32.8	20
8147	17	17	13	13	4	43.2	20
8148	14	14	11	11	3	38.8	20
8149	11	11	7	7	4	20.75	20
8150	9	9	9	9	0	36.0	20
8151	14	14	12	12	2	29.25	20
8152	18	18	12	12	6	31.0	20
8153	18	18	13	13	5	31.55	20
8154	24	24	16	16	8	31.0	20
8155	9	9	8	8	1	29.05	20
8156	10	10	8	8	2	23.6	20
8157	11	11	9	9	2	31.25	20
8158	13	13	10	10	3	22.352941176470587	17
8159	20	20	16	16	4	52.5	20
8160	19	19	17	17	2	88.5	20
8161	11	11	7	7	4	95.45	20
8162	16	16	15	15	1	90.35	20
8163	16	16	10	10	6	95.0	20
8164	16	16	15	15	1	70.875	8
8165	11	11	10	10	1	96.6	20
8166	6	6	6	6	0	97.0	20
8167	7	7	5	5	2	55.833333333333336	18
8168	10	10	8	8	2	48.0	20
8169	17	17	11	11	6	50.0	20
8170	18	18	14	14	4	49.9	20
8171	16	16	12	12	4	50.0	20
8172	12	12	9	9	3	50.0	20
8173	16	16	13	13	3	49.95	20
